County,Office,Candidate,Party,District,Votes
Elkhart,President,"John A. Dummett, Jr",W/I (Republican),Statewide,0
Benton,President,"John A. Dummett, Jr",W/I (Republican),Statewide,0
Clark,President,"John A. Dummett, Jr",W/I (Republican),Statewide,0
Adams,President,"John A. Dummett, Jr",W/I (Republican),Statewide,0
Allen,President,"John A. Dummett, Jr",W/I (Republican),Statewide,2
Carroll,President,"John A. Dummett, Jr",W/I (Republican),Statewide,0
Clay,President,"John A. Dummett, Jr",W/I (Republican),Statewide,0
Clinton,President,"John A. Dummett, Jr",W/I (Republican),Statewide,0
Crawford,President,"John A. Dummett, Jr",W/I (Republican),Statewide,0
Daviess,President,"John A. Dummett, Jr",W/I (Republican),Statewide,0
DeKalb,President,"John A. Dummett, Jr",W/I (Republican),Statewide,0
Dubois,President,"John A. Dummett, Jr",W/I (Republican),Statewide,0
Allen,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Benton,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Blackford,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Cass,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Clark,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Bartholomew,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Carroll,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Daviess,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Decatur,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Brown,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Dearborn,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Elkhart,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Adams,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Boone,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Clay,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Clinton,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Crawford,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
DeKalb,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Delaware,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Dubois,President,"Michael A. Simoneux, Jr.",W/I (Independent),Statewide,0
Brown,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Carroll,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Daviess,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Decatur,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
DeKalb,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Delaware,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Dubois,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Dearborn,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Allen,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Boone,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Clay,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Crawford,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Elkhart,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Adams,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Clinton,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Bartholomew,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Benton,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Blackford,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Cass,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Clark,President,Missionary-Tracey Elaine Blair,W/I (Independent),Statewide,0
Bartholomew,President,Nelson Keyton,W/I (Independent),Statewide,0
Blackford,President,Nelson Keyton,W/I (Independent),Statewide,0
Brown,President,Nelson Keyton,W/I (Independent),Statewide,0
Carroll,President,Nelson Keyton,W/I (Independent),Statewide,0
Adams,President,Nelson Keyton,W/I (Independent),Statewide,0
Benton,President,Nelson Keyton,W/I (Independent),Statewide,0
Clinton,President,Nelson Keyton,W/I (Independent),Statewide,0
Crawford,President,Nelson Keyton,W/I (Independent),Statewide,0
Allen,President,Nelson Keyton,W/I (Independent),Statewide,0
Clark,President,Nelson Keyton,W/I (Independent),Statewide,0
Boone,President,Nelson Keyton,W/I (Independent),Statewide,0
Clay,President,Nelson Keyton,W/I (Independent),Statewide,0
Dearborn,President,Nelson Keyton,W/I (Independent),Statewide,0
Decatur,President,Nelson Keyton,W/I (Independent),Statewide,0
DeKalb,President,Nelson Keyton,W/I (Independent),Statewide,0
Delaware,President,Nelson Keyton,W/I (Independent),Statewide,0
Elkhart,President,Nelson Keyton,W/I (Independent),Statewide,0
Cass,President,Nelson Keyton,W/I (Independent),Statewide,0
Daviess,President,Nelson Keyton,W/I (Independent),Statewide,0
Dubois,President,Nelson Keyton,W/I (Independent),Statewide,0
Adams,President,Paul Chehade,W/I (Independent),Statewide,0
Benton,President,Paul Chehade,W/I (Independent),Statewide,0
Clay,President,Paul Chehade,W/I (Independent),Statewide,0
Clinton,President,Paul Chehade,W/I (Independent),Statewide,0
Crawford,President,Paul Chehade,W/I (Independent),Statewide,0
Boone,President,Paul Chehade,W/I (Independent),Statewide,0
Dearborn,President,Paul Chehade,W/I (Independent),Statewide,0
Decatur,President,Paul Chehade,W/I (Independent),Statewide,0
Delaware,President,Paul Chehade,W/I (Independent),Statewide,0
Elkhart,President,Paul Chehade,W/I (Independent),Statewide,0
Allen,President,Paul Chehade,W/I (Independent),Statewide,0
Clark,President,Paul Chehade,W/I (Independent),Statewide,0
DeKalb,President,Paul Chehade,W/I (Independent),Statewide,0
Dubois,President,Paul Chehade,W/I (Independent),Statewide,0
Bartholomew,President,Paul Chehade,W/I (Independent),Statewide,0
Blackford,President,Paul Chehade,W/I (Independent),Statewide,0
Brown,President,Paul Chehade,W/I (Independent),Statewide,0
Carroll,President,Paul Chehade,W/I (Independent),Statewide,0
Cass,President,Paul Chehade,W/I (Independent),Statewide,0
Daviess,President,Paul Chehade,W/I (Independent),Statewide,0
Bartholomew,President,Randall A. Terry,W/I (Independent),Statewide,0
Blackford,President,Randall A. Terry,W/I (Independent),Statewide,0
Boone,President,Randall A. Terry,W/I (Independent),Statewide,0
Carroll,President,Randall A. Terry,W/I (Independent),Statewide,0
Daviess,President,Randall A. Terry,W/I (Independent),Statewide,0
Decatur,President,Randall A. Terry,W/I (Independent),Statewide,0
DeKalb,President,Randall A. Terry,W/I (Independent),Statewide,0
Elkhart,President,Randall A. Terry,W/I (Independent),Statewide,0
Allen,President,Randall A. Terry,W/I (Independent),Statewide,1
Clinton,President,Randall A. Terry,W/I (Independent),Statewide,0
Crawford,President,Randall A. Terry,W/I (Independent),Statewide,0
Dubois,President,Randall A. Terry,W/I (Independent),Statewide,0
Brown,President,Randall A. Terry,W/I (Independent),Statewide,0
Cass,President,Randall A. Terry,W/I (Independent),Statewide,0
Dearborn,President,Randall A. Terry,W/I (Independent),Statewide,0
Delaware,President,Randall A. Terry,W/I (Independent),Statewide,0
Adams,President,Randall A. Terry,W/I (Independent),Statewide,0
Benton,President,Randall A. Terry,W/I (Independent),Statewide,0
Clark,President,Randall A. Terry,W/I (Independent),Statewide,0
Clay,President,Randall A. Terry,W/I (Independent),Statewide,0
Brown,President,Richard Duncan,W/I (Independent),Statewide,0
Clark,President,Richard Duncan,W/I (Independent),Statewide,0
Decatur,President,Richard Duncan,W/I (Independent),Statewide,0
Delaware,President,Richard Duncan,W/I (Independent),Statewide,0
Allen,President,Richard Duncan,W/I (Independent),Statewide,0
Bartholomew,President,Richard Duncan,W/I (Independent),Statewide,0
Benton,President,Richard Duncan,W/I (Independent),Statewide,0
Blackford,President,Richard Duncan,W/I (Independent),Statewide,0
Cass,President,Richard Duncan,W/I (Independent),Statewide,0
Carroll,President,Richard Duncan,W/I (Independent),Statewide,0
Clay,President,Richard Duncan,W/I (Independent),Statewide,0
Crawford,President,Richard Duncan,W/I (Independent),Statewide,0
Daviess,President,Richard Duncan,W/I (Independent),Statewide,0
DeKalb,President,Richard Duncan,W/I (Independent),Statewide,0
Dubois,President,Richard Duncan,W/I (Independent),Statewide,0
Adams,President,Richard Duncan,W/I (Independent),Statewide,0
Boone,President,Richard Duncan,W/I (Independent),Statewide,0
Clinton,President,Richard Duncan,W/I (Independent),Statewide,0
Dearborn,President,Richard Duncan,W/I (Independent),Statewide,0
Elkhart,President,Richard Duncan,W/I (Independent),Statewide,0
Bartholomew,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Blackford,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Allen,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Clark,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
DeKalb,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Dubois,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Brown,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Carroll,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Cass,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Daviess,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Boone,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Dearborn,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Decatur,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Delaware,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Elkhart,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Adams,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Benton,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Clay,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Clinton,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Crawford,President,Stephen Durham,W/I (Freedom Socialist),Statewide,0
Allen,President,Stewart Alexander,W/I (Socialist),Statewide,1
Bartholomew,President,Stewart Alexander,W/I (Socialist),Statewide,2
Blackford,President,Stewart Alexander,W/I (Socialist),Statewide,0
Carroll,President,Stewart Alexander,W/I (Socialist),Statewide,0
Cass,President,Stewart Alexander,W/I (Socialist),Statewide,0
Daviess,President,Stewart Alexander,W/I (Socialist),Statewide,0
Decatur,President,Stewart Alexander,W/I (Socialist),Statewide,0
DeKalb,President,Stewart Alexander,W/I (Socialist),Statewide,0
Dubois,President,Stewart Alexander,W/I (Socialist),Statewide,0
Clark,President,Stewart Alexander,W/I (Socialist),Statewide,0
Clinton,President,Stewart Alexander,W/I (Socialist),Statewide,0
Adams,President,Stewart Alexander,W/I (Socialist),Statewide,0
Benton,President,Stewart Alexander,W/I (Socialist),Statewide,0
Clay,President,Stewart Alexander,W/I (Socialist),Statewide,0
Crawford,President,Stewart Alexander,W/I (Socialist),Statewide,0
Boone,President,Stewart Alexander,W/I (Socialist),Statewide,1
Brown,President,Stewart Alexander,W/I (Socialist),Statewide,0
Dearborn,President,Stewart Alexander,W/I (Socialist),Statewide,0
Delaware,President,Stewart Alexander,W/I (Socialist),Statewide,0
Elkhart,President,Stewart Alexander,W/I (Socialist),Statewide,2
Carroll,President,Terry Dale Jones,W/I (Independent),Statewide,0
Clay,President,Terry Dale Jones,W/I (Independent),Statewide,0
Clinton,President,Terry Dale Jones,W/I (Independent),Statewide,0
Crawford,President,Terry Dale Jones,W/I (Independent),Statewide,0
Daviess,President,Terry Dale Jones,W/I (Independent),Statewide,0
DeKalb,President,Terry Dale Jones,W/I (Independent),Statewide,0
Dubois,President,Terry Dale Jones,W/I (Independent),Statewide,0
Adams,President,Terry Dale Jones,W/I (Independent),Statewide,0
Clark,President,Terry Dale Jones,W/I (Independent),Statewide,0
Decatur,President,Terry Dale Jones,W/I (Independent),Statewide,0
Delaware,President,Terry Dale Jones,W/I (Independent),Statewide,0
Bartholomew,President,Terry Dale Jones,W/I (Independent),Statewide,0
Benton,President,Terry Dale Jones,W/I (Independent),Statewide,0
Blackford,President,Terry Dale Jones,W/I (Independent),Statewide,0
Brown,President,Terry Dale Jones,W/I (Independent),Statewide,0
Cass,President,Terry Dale Jones,W/I (Independent),Statewide,0
Allen,President,Terry Dale Jones,W/I (Independent),Statewide,0
Boone,President,Terry Dale Jones,W/I (Independent),Statewide,0
Dearborn,President,Terry Dale Jones,W/I (Independent),Statewide,0
Elkhart,President,Terry Dale Jones,W/I (Independent),Statewide,0
Bartholomew,President,Tom Hoefling,W/I (Independent),Statewide,0
Blackford,President,Tom Hoefling,W/I (Independent),Statewide,0
Carroll,President,Tom Hoefling,W/I (Independent),Statewide,0
Daviess,President,Tom Hoefling,W/I (Independent),Statewide,0
Decatur,President,Tom Hoefling,W/I (Independent),Statewide,0
DeKalb,President,Tom Hoefling,W/I (Independent),Statewide,1
Delaware,President,Tom Hoefling,W/I (Independent),Statewide,0
Allen,President,Tom Hoefling,W/I (Independent),Statewide,1
Benton,President,Tom Hoefling,W/I (Independent),Statewide,0
Cass,President,Tom Hoefling,W/I (Independent),Statewide,0
Adams,President,Tom Hoefling,W/I (Independent),Statewide,0
Clay,President,Tom Hoefling,W/I (Independent),Statewide,0
Clinton,President,Tom Hoefling,W/I (Independent),Statewide,0
Crawford,President,Tom Hoefling,W/I (Independent),Statewide,0
Boone,President,Tom Hoefling,W/I (Independent),Statewide,0
Brown,President,Tom Hoefling,W/I (Independent),Statewide,0
Dearborn,President,Tom Hoefling,W/I (Independent),Statewide,0
Dubois,President,Tom Hoefling,W/I (Independent),Statewide,0
Elkhart,President,Tom Hoefling,W/I (Independent),Statewide,0
Clark,President,Tom Hoefling,W/I (Independent),Statewide,0
Allen,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,16
Clinton,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,2
Dubois,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,0
Brown,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,1
Dearborn,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,0
Delaware,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,0
Elkhart,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,9
Adams,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,2
Benton,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,0
Clark,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,7
Clay,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,0
Crawford,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,0
Bartholomew,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,4
Blackford,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,0
Boone,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,3
Carroll,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,1
Cass,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,0
Daviess,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,1
Decatur,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,0
DeKalb,President,"Virgil H. Goode, Jr.",W/I (Constitution),Statewide,4
Boone,United States Senator,Joe Donnelly,Democratic,Statewide,10251
Brown,United States Senator,Joe Donnelly,Democratic,Statewide,3476
Dearborn,United States Senator,Joe Donnelly,Democratic,Statewide,7313
Blackford,United States Senator,Joe Donnelly,Democratic,Statewide,2228
Allen,United States Senator,Joe Donnelly,Democratic,Statewide,65053
Bartholomew,United States Senator,Joe Donnelly,Democratic,Statewide,12214
Benton,United States Senator,Joe Donnelly,Democratic,Statewide,1416
Dubois,United States Senator,Joe Donnelly,Democratic,Statewide,8054
Elkhart,United States Senator,Joe Donnelly,Democratic,Statewide,28230
Carroll,United States Senator,Joe Donnelly,Democratic,Statewide,3194
Cass,United States Senator,Joe Donnelly,Democratic,Statewide,6323
Daviess,United States Senator,Joe Donnelly,Democratic,Statewide,3295
Decatur,United States Senator,Joe Donnelly,Democratic,Statewide,3478
DeKalb,United States Senator,Joe Donnelly,Democratic,Statewide,6059
Delaware,United States Senator,Joe Donnelly,Democratic,Statewide,24525
Adams,United States Senator,Joe Donnelly,Democratic,Statewide,4613
Clark,United States Senator,Joe Donnelly,Democratic,Statewide,22776
Clay,United States Senator,Joe Donnelly,Democratic,Statewide,4359
Clinton,United States Senator,Joe Donnelly,Democratic,Statewide,3931
Crawford,United States Senator,Joe Donnelly,Democratic,Statewide,2256
Adams,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,784
Clark,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,2262
Clinton,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,832
Delaware,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,3052
Bartholomew,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,2075
Benton,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,303
Brown,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,549
Cass,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,1135
Decatur,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,840
Blackford,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,379
Boone,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,2066
Dearborn,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,956
Elkhart,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,3100
Allen,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,6936
Carroll,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,637
Clay,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,733
Crawford,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,212
Daviess,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,463
DeKalb,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,1033
Dubois,United States Senator,Andrew "Andy" Horning,Libertarian,Statewide,861
Bartholomew,United States Senator,Richard E. Mourdock,Republican,Statewide,14430
Brown,United States Senator,Richard E. Mourdock,Republican,Statewide,3544
Decatur,United States Senator,Richard E. Mourdock,Republican,Statewide,5302
Delaware,United States Senator,Richard E. Mourdock,Republican,Statewide,15797
Adams,United States Senator,Richard E. Mourdock,Republican,Statewide,7426
Benton,United States Senator,Richard E. Mourdock,Republican,Statewide,1798
Clark,United States Senator,Richard E. Mourdock,Republican,Statewide,21120
Clay,United States Senator,Richard E. Mourdock,Republican,Statewide,5192
Clinton,United States Senator,Richard E. Mourdock,Republican,Statewide,4938
Blackford,United States Senator,Richard E. Mourdock,Republican,Statewide,2059
Boone,United States Senator,Richard E. Mourdock,Republican,Statewide,15007
Cass,United States Senator,Richard E. Mourdock,Republican,Statewide,6622
