County,Office,Candidate,Party,District,Votes
Elkhart,US Senator,James L. Johnson Jr.,Other,"1,2,3,4,5,6,7,8,9",0
Allen,US Senator,James L. Johnson Jr.,Other,"1,2,3,4,5,6,7,8,9",1
Carroll,US Senator,James L. Johnson Jr.,Other,"1,2,3,4,5,6,7,8,9",0
Clay,US Senator,James L. Johnson Jr.,Other,"1,2,3,4,5,6,7,8,9",0
Crawford,US Senator,James L. Johnson Jr.,Other,"1,2,3,4,5,6,7,8,9",0
Daviess,US Senator,James L. Johnson Jr.,Other,"1,2,3,4,5,6,7,8,9",0
DeKalb,US Senator,James L. Johnson Jr.,Other,"1,2,3,4,5,6,7,8,9",0
Dubois,US Senator,James L. Johnson Jr.,Other,"1,2,3,4,5,6,7,8,9",0
Bartholomew,US Senator,James L. Johnson Jr.,Other,"1,2,3,4,5,6,7,8,9",0
Benton,US Senator,James L. Johnson Jr.,Other,"1,2,3,4,5,6,7,8,9",0
Brown,US Senator,James L. Johnson Jr.,Other,"1,2,3,4,5,6,7,8,9",0
Cass,US Senator,James L. Johnson Jr.,Other,"1,2,3,4,5,6,7,8,9",0
Decatur,US Senator,James L. Johnson Jr.,Other,"1,2,3,4,5,6,7,8,9",0
Brown,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",4103
Delaware,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",17447
Dubois,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",11204
Allen,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",65927
Dearborn,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",13287
Elkhart,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",31164
Bartholomew,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",15222
Benton,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",1926
Blackford,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",2303
Cass,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",6617
Clark,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",22766
Decatur,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",6246
Carroll,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",4518
Clay,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",6207
Clinton,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",5967
Crawford,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",2252
Daviess,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",6555
DeKalb,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",9167
Adams,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",7511
Boone,US Senator,Mike Braun,Republican,"1,2,3,4,5,6,7,8,9",15540
Benton,Secretary of State,Jim Harper,Democratic,Indiana,698
Brown,Secretary of State,Jim Harper,Democratic,Indiana,2466
Clark,Secretary of State,Jim Harper,Democratic,Indiana,17408
Crawford,Secretary of State,Jim Harper,Democratic,Indiana,1446
Dubois,Secretary of State,Jim Harper,Democratic,Indiana,5139
Allen,Secretary of State,Jim Harper,Democratic,Indiana,50206
Bartholomew,Secretary of State,Jim Harper,Democratic,Indiana,8488
Cass,Secretary of State,Jim Harper,Democratic,Indiana,3308
Dearborn,Secretary of State,Jim Harper,Democratic,Indiana,4142
Adams,Secretary of State,Jim Harper,Democratic,Indiana,2572
Carroll,Secretary of State,Jim Harper,Democratic,Indiana,1689
Clay,Secretary of State,Jim Harper,Democratic,Indiana,2284
Clinton,Secretary of State,Jim Harper,Democratic,Indiana,2227
Daviess,Secretary of State,Jim Harper,Democratic,Indiana,1623
DeKalb,Secretary of State,Jim Harper,Democratic,Indiana,3482
Blackford,Secretary of State,Jim Harper,Democratic,Indiana,1086
Boone,Secretary of State,Jim Harper,Democratic,Indiana,8813
Decatur,Secretary of State,Jim Harper,Democratic,Indiana,1740
Delaware,Secretary of State,Jim Harper,Democratic,Indiana,15773
Elkhart,Secretary of State,Jim Harper,Democratic,Indiana,17414
Benton,Secretary of State,George William Wolfe,Green,Indiana,0
Blackford,Secretary of State,George William Wolfe,Green,Indiana,0
Clark,Secretary of State,George William Wolfe,Green,Indiana,0
Bartholomew,Secretary of State,George William Wolfe,Green,Indiana,0
Brown,Secretary of State,George William Wolfe,Green,Indiana,1
Carroll,Secretary of State,George William Wolfe,Green,Indiana,0
Cass,Secretary of State,George William Wolfe,Green,Indiana,0
Daviess,Secretary of State,George William Wolfe,Green,Indiana,1
Decatur,Secretary of State,George William Wolfe,Green,Indiana,0
DeKalb,Secretary of State,George William Wolfe,Green,Indiana,3
Delaware,Secretary of State,George William Wolfe,Green,Indiana,154
Dubois,Secretary of State,George William Wolfe,Green,Indiana,2
Allen,Secretary of State,George William Wolfe,Green,Indiana,46
Clay,Secretary of State,George William Wolfe,Green,Indiana,0
Clinton,Secretary of State,George William Wolfe,Green,Indiana,0
Crawford,Secretary of State,George William Wolfe,Green,Indiana,0
Adams,Secretary of State,George William Wolfe,Green,Indiana,2
Boone,Secretary of State,George William Wolfe,Green,Indiana,7
Dearborn,Secretary of State,George William Wolfe,Green,Indiana,1
Elkhart,Secretary of State,George William Wolfe,Green,Indiana,13
Allen,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,3353
Bartholomew,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,847
Blackford,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,138
Boone,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,935
Dearborn,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,597
DeKalb,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,453
Elkhart,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,1406
Carroll,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,229
Clinton,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,275
Crawford,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,135
Daviess,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,253
Dubois,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,535
Brown,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,235
Cass,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,360
Adams,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,307
Benton,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,119
Clark,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,1491
Clay,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,313
Decatur,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,282
Delaware,Secretary of State,Mark W. Rutherford,Libertarian,Indiana,1408
Blackford,Secretary of State,Jeremy Heath,Pirate Party,Indiana,0
Cass,Secretary of State,Jeremy Heath,Pirate Party,Indiana,0
Clark,Secretary of State,Jeremy Heath,Pirate Party,Indiana,0
Delaware,Secretary of State,Jeremy Heath,Pirate Party,Indiana,3
Adams,Secretary of State,Jeremy Heath,Pirate Party,Indiana,0
Clay,Secretary of State,Jeremy Heath,Pirate Party,Indiana,0
Clinton,Secretary of State,Jeremy Heath,Pirate Party,Indiana,0
Dearborn,Secretary of State,Jeremy Heath,Pirate Party,Indiana,3
DeKalb,Secretary of State,Jeremy Heath,Pirate Party,Indiana,1
Elkhart,Secretary of State,Jeremy Heath,Pirate Party,Indiana,2
Benton,Secretary of State,Jeremy Heath,Pirate Party,Indiana,0
Brown,Secretary of State,Jeremy Heath,Pirate Party,Indiana,0
Carroll,Secretary of State,Jeremy Heath,Pirate Party,Indiana,0
Daviess,Secretary of State,Jeremy Heath,Pirate Party,Indiana,0
Decatur,Secretary of State,Jeremy Heath,Pirate Party,Indiana,0
Dubois,Secretary of State,Jeremy Heath,Pirate Party,Indiana,0
Allen,Secretary of State,Jeremy Heath,Pirate Party,Indiana,0
Boone,Secretary of State,Jeremy Heath,Pirate Party,Indiana,0
Crawford,Secretary of State,Jeremy Heath,Pirate Party,Indiana,0
Bartholomew,Secretary of State,Jeremy Heath,Pirate Party,Indiana,1
Allen,Secretary of State,Connie Lawson,Republican,Indiana,71147
Carroll,Secretary of State,Connie Lawson,Republican,Indiana,4968
Clinton,Secretary of State,Connie Lawson,Republican,Indiana,6600
Crawford,Secretary of State,Connie Lawson,Republican,Indiana,2238
Daviess,Secretary of State,Connie Lawson,Republican,Indiana,6749
Dubois,Secretary of State,Connie Lawson,Republican,Indiana,10895
Adams,Secretary of State,Connie Lawson,Republican,Indiana,8095
Benton,Secretary of State,Connie Lawson,Republican,Indiana,2118
Clark,Secretary of State,Connie Lawson,Republican,Indiana,23525
Clay,Secretary of State,Connie Lawson,Republican,Indiana,6580
Delaware,Secretary of State,Connie Lawson,Republican,Indiana,19949
Bartholomew,Secretary of State,Connie Lawson,Republican,Indiana,16770
Blackford,Secretary of State,Connie Lawson,Republican,Indiana,2604
Boone,Secretary of State,Connie Lawson,Republican,Indiana,17535
Dearborn,Secretary of State,Connie Lawson,Republican,Indiana,13301
DeKalb,Secretary of State,Connie Lawson,Republican,Indiana,9847
Elkhart,Secretary of State,Connie Lawson,Republican,Indiana,34486
Brown,Secretary of State,Connie Lawson,Republican,Indiana,4428
Cass,Secretary of State,Connie Lawson,Republican,Indiana,7664
Decatur,Secretary of State,Connie Lawson,Republican,Indiana,6874
Allen,Auditor of State,Joselyn Whitticker,Democratic,Indiana,47417
Bartholomew,Auditor of State,Joselyn Whitticker,Democratic,Indiana,8641
Boone,Auditor of State,Joselyn Whitticker,Democratic,Indiana,8764
Carroll,Auditor of State,Joselyn Whitticker,Democratic,Indiana,1753
Cass,Auditor of State,Joselyn Whitticker,Democratic,Indiana,3398
Daviess,Auditor of State,Joselyn Whitticker,Democratic,Indiana,1641
Blackford,Auditor of State,Joselyn Whitticker,Democratic,Indiana,1176
Brown,Auditor of State,Joselyn Whitticker,Democratic,Indiana,2523
Dearborn,Auditor of State,Joselyn Whitticker,Democratic,Indiana,4157
Decatur,Auditor of State,Joselyn Whitticker,Democratic,Indiana,1894
Delaware,Auditor of State,Joselyn Whitticker,Democratic,Indiana,16010
Elkhart,Auditor of State,Joselyn Whitticker,Democratic,Indiana,17744
Benton,Auditor of State,Joselyn Whitticker,Democratic,Indiana,723
Clark,Auditor of State,Joselyn Whitticker,Democratic,Indiana,17473
Clay,Auditor of State,Joselyn Whitticker,Democratic,Indiana,2363
Crawford,Auditor of State,Joselyn Whitticker,Democratic,Indiana,1458
Dubois,Auditor of State,Joselyn Whitticker,Democratic,Indiana,5442
Adams,Auditor of State,Joselyn Whitticker,Democratic,Indiana,2728
Clinton,Auditor of State,Joselyn Whitticker,Democratic,Indiana,2315
DeKalb,Auditor of State,Joselyn Whitticker,Democratic,Indiana,3509
Adams,Auditor of State,John Schick,Libertarian,Indiana,339
Boone,Auditor of State,John Schick,Libertarian,Indiana,1039
Carroll,Auditor of State,John Schick,Libertarian,Indiana,239
Clay,Auditor of State,John Schick,Libertarian,Indiana,307
Clinton,Auditor of State,John Schick,Libertarian,Indiana,285
Dearborn,Auditor of State,John Schick,Libertarian,Indiana,692
DeKalb,Auditor of State,John Schick,Libertarian,Indiana,509
Elkhart,Auditor of State,John Schick,Libertarian,Indiana,1681
Benton,Auditor of State,John Schick,Libertarian,Indiana,127
Brown,Auditor of State,John Schick,Libertarian,Indiana,260
Cass,Auditor of State,John Schick,Libertarian,Indiana,473
Daviess,Auditor of State,John Schick,Libertarian,Indiana,244
Dubois,Auditor of State,John Schick,Libertarian,Indiana,508
Bartholomew,Auditor of State,John Schick,Libertarian,Indiana,871
Blackford,Auditor of State,John Schick,Libertarian,Indiana,187
Clark,Auditor of State,John Schick,Libertarian,Indiana,1679
Decatur,Auditor of State,John Schick,Libertarian,Indiana,283
Delaware,Auditor of State,John Schick,Libertarian,Indiana,1462
Allen,Auditor of State,John Schick,Libertarian,Indiana,3735
Crawford,Auditor of State,John Schick,Libertarian,Indiana,138
Blackford,Auditor of State,Tera Klutz,Republican,Indiana,2433
Boone,Auditor of State,Tera Klutz,Republican,Indiana,17244
Dearborn,Auditor of State,Tera Klutz,Republican,Indiana,13056
Elkhart,Auditor of State,Tera Klutz,Republican,Indiana,33486
Allen,Auditor of State,Tera Klutz,Republican,Indiana,72716
Carroll,Auditor of State,Tera Klutz,Republican,Indiana,4885
Clay,Auditor of State,Tera Klutz,Republican,Indiana,6333
Crawford,Auditor of State,Tera Klutz,Republican,Indiana,2159
Daviess,Auditor of State,Tera Klutz,Republican,Indiana,6535
DeKalb,Auditor of State,Tera Klutz,Republican,Indiana,9647
Dubois,Auditor of State,Tera Klutz,Republican,Indiana,9857
Adams,Auditor of State,Tera Klutz,Republican,Indiana,7814
Clark,Auditor of State,Tera Klutz,Republican,Indiana,22799
Clinton,Auditor of State,Tera Klutz,Republican,Indiana,6450
Bartholomew,Auditor of State,Tera Klutz,Republican,Indiana,16461
Benton,Auditor of State,Tera Klutz,Republican,Indiana,2060
Brown,Auditor of State,Tera Klutz,Republican,Indiana,4315
Cass,Auditor of State,Tera Klutz,Republican,Indiana,7450
Decatur,Auditor of State,Tera Klutz,Republican,Indiana,6486
Delaware,Auditor of State,Tera Klutz,Republican,Indiana,18917
Adams,Treasurer of State,John C. Aguilera,Democratic,Indiana,2612
Boone,Treasurer of State,John C. Aguilera,Democratic,Indiana,8927
Clay,Treasurer of State,John C. Aguilera,Democratic,Indiana,2269
Clinton,Treasurer of State,John C. Aguilera,Democratic,Indiana,2278
Crawford,Treasurer of State,John C. Aguilera,Democratic,Indiana,1406
Brown,Treasurer of State,John C. Aguilera,Democratic,Indiana,2532
Dearborn,Treasurer of State,John C. Aguilera,Democratic,Indiana,4115
Elkhart,Treasurer of State,John C. Aguilera,Democratic,Indiana,17694
Bartholomew,Treasurer of State,John C. Aguilera,Democratic,Indiana,8606
Blackford,Treasurer of State,John C. Aguilera,Democratic,Indiana,1138
Carroll,Treasurer of State,John C. Aguilera,Democratic,Indiana,1766
Daviess,Treasurer of State,John C. Aguilera,Democratic,Indiana,1602
Decatur,Treasurer of State,John C. Aguilera,Democratic,Indiana,1767
DeKalb,Treasurer of State,John C. Aguilera,Democratic,Indiana,3557
Delaware,Treasurer of State,John C. Aguilera,Democratic,Indiana,16076
Allen,Treasurer of State,John C. Aguilera,Democratic,Indiana,49499
Benton,Treasurer of State,John C. Aguilera,Democratic,Indiana,729
Cass,Treasurer of State,John C. Aguilera,Democratic,Indiana,3282
Clark,Treasurer of State,John C. Aguilera,Democratic,Indiana,17360
Dubois,Treasurer of State,John C. Aguilera,Democratic,Indiana,5013
Adams,Treasurer of State,Kelly Mitchell,Republican,Indiana,8244
Carroll,Treasurer of State,Kelly Mitchell,Republican,Indiana,5116
Clay,Treasurer of State,Kelly Mitchell,Republican,Indiana,6721
Clinton,Treasurer of State,Kelly Mitchell,Republican,Indiana,6767
Crawford,Treasurer of State,Kelly Mitchell,Republican,Indiana,2353
Daviess,Treasurer of State,Kelly Mitchell,Republican,Indiana,6824
Dearborn,Treasurer of State,Kelly Mitchell,Republican,Indiana,13685
DeKalb,Treasurer of State,Kelly Mitchell,Republican,Indiana,10095
Allen,Treasurer of State,Kelly Mitchell,Republican,Indiana,73830
Bartholomew,Treasurer of State,Kelly Mitchell,Republican,Indiana,17293
Boone,Treasurer of State,Kelly Mitchell,Republican,Indiana,18077
Elkhart,Treasurer of State,Kelly Mitchell,Republican,Indiana,35050
Blackford,Treasurer of State,Kelly Mitchell,Republican,Indiana,2664
Cass,Treasurer of State,Kelly Mitchell,Republican,Indiana,8019
Clark,Treasurer of State,Kelly Mitchell,Republican,Indiana,24286
Benton,Treasurer of State,Kelly Mitchell,Republican,Indiana,2172
Brown,Treasurer of State,Kelly Mitchell,Republican,Indiana,4541
Decatur,Treasurer of State,Kelly Mitchell,Republican,Indiana,6872
Delaware,Treasurer of State,Kelly Mitchell,Republican,Indiana,20340
Dubois,Treasurer of State,Kelly Mitchell,Republican,Indiana,10831
Allen,US Representative,Courtney Tritch,Democratic,3,54759
Adams,US Representative,Courtney Tritch,Democratic,3,2842
DeKalb,US Representative,Courtney Tritch,Democratic,3,4027
Blackford,US Representative,Courtney Tritch,Democratic,3,260
Boone,US Representative,Dee Thornton,Democratic,5,6095
Blackford,US Representative,Dee Thornton,Democratic,5,854
Decatur,US Representative,Jeannine Lee Lake,Democratic,6,2007
Delaware,US Representative,Jeannine Lee Lake,Democratic,6,18480
Dearborn,US Representative,Jeannine Lee Lake,Democratic,6,4277
Bartholomew,US Representative,Jeannine Lee Lake,Democratic,6,9607
Brown,US Representative,Liz Watson,Democratic,9,3002
Clark,US Representative,Liz Watson,Democratic,9,19236
Crawford,US Representative,Liz Watson,Democratic,9,1397
Elkhart,US Representative,Mel Hall,Democratic,2,20162
Boone,US Representative,Tobi Beck,Democratic,4,3440
Benton,US Representative,Tobi Beck,Democratic,4,795
Cass,US Representative,Tobi Beck,Democratic,4,3733
Carroll,US Representative,Tobi Beck,Democratic,4,1942
Clinton,US Representative,Tobi Beck,Democratic,4,2584
Dubois,US Representative,William Tanoos,Democratic,8,4932
Clay,US Representative,William Tanoos,Democratic,8,2207
Crawford,US Representative,William Tanoos,Democratic,8,178
Daviess,US Representative,William Tanoos,Democratic,8,1627
Bartholomew,US Representative,Heather Leigh Meloy,Independent,6,0
Dearborn,US Representative,Heather Leigh Meloy,Independent,6,0
Decatur,US Representative,Heather Leigh Meloy,Independent,6,0
Delaware,US Representative,Heather Leigh Meloy,Independent,6,1
Delaware,US Representative,John Miller,Independent,6,0
Dearborn,US Representative,John Miller,Independent,6,0
Bartholomew,US Representative,John Miller,Independent,6,1
Decatur,US Representative,John Miller,Independent,6,0
Elkhart,US Representative,Richard Wolf,Independent,2,1
Dearborn,US Representative,Tom Ferkinhoff,Libertarian,6,469
Decatur,US Representative,Tom Ferkinhoff,Libertarian,6,277
Delaware,US Representative,Tom Ferkinhoff,Libertarian,6,1068
Bartholomew,US Representative,Tom Ferkinhoff,Libertarian,6,782
Bartholomew,US Representative,Greg Pence,Republican,6,16161
Dearborn,US Representative,Greg Pence,Republican,6,13434
Decatur,US Representative,Greg Pence,Republican,6,6692
Delaware,US Representative,Greg Pence,Republican,6,18072
Elkhart,US Representative,Jackie Walorski,Republican,2,33499
Boone,US Representative,Jim Baird,Republican,4,8377
Carroll,US Representative,Jim Baird,Republican,4,4944
Clinton,US Representative,Jim Baird,Republican,4,6535
Benton,US Representative,Jim Baird,Republican,4,2128
Cass,US Representative,Jim Baird,Republican,4,7590
Blackford,US Representative,Jim Banks,Republican,3,609
Adams,US Representative,Jim Banks,Republican,3,8322
Allen,US Representative,Jim Banks,Republican,3,70954
DeKalb,US Representative,Jim Banks,Republican,3,9906
Crawford,US Representative,Larry D. Bucshon,Republican,8,363
Dubois,US Representative,Larry D. Bucshon,Republican,8,11389
Clay,US Representative,Larry D. Bucshon,Republican,8,7040
Daviess,US Representative,Larry D. Bucshon,Republican,8,7026
Blackford,US Representative,Susan W. Brooks,Republican,5,2103
Boone,US Representative,Susan W. Brooks,Republican,5,9391
Brown,US Representative,Trey Hollingsworth,Republican,9,4169
Clark,US Representative,Trey Hollingsworth,Republican,9,23751
Crawford,US Representative,Trey Hollingsworth,Republican,9,1976
Clark,State Senator,Anna Murray,Democratic,46,8913
Clay,State Senator,Chris Gambill,Democratic,38,2073
Clinton,State Senator,Christina Fivecoate,Democratic,21,166
Delaware,State Senator,Dave Cravens,Democratic,26,5356
Elkhart,State Senator,Ed Liptrap,Democratic,11,5415
Boone,State Senator,J.D. Ford,Democratic,29,4061
Dearborn,State Senator,Jerome (Jake) Hoog,Democratic,27,991
Clark,State Senator,John Perkins,Democratic,45,8509
Allen,State Senator,Kathy Zoucha,Democratic,15,19321
