County,Office,Candidate,Party,District,Votes
Dubois,Treasurer of State,Pete Buttigieg,Democratic,Statewide,4596
Adams,Treasurer of State,Pete Buttigieg,Democratic,Statewide,2546
Boone,Treasurer of State,Pete Buttigieg,Democratic,Statewide,3981
Carroll,Treasurer of State,Pete Buttigieg,Democratic,Statewide,1702
Clay,Treasurer of State,Pete Buttigieg,Democratic,Statewide,2462
Clinton,Treasurer of State,Pete Buttigieg,Democratic,Statewide,1862
Crawford,Treasurer of State,Pete Buttigieg,Democratic,Statewide,1666
Daviess,Treasurer of State,Pete Buttigieg,Democratic,Statewide,1417
DeKalb,Treasurer of State,Pete Buttigieg,Democratic,Statewide,2995
Allen,Treasurer of State,Pete Buttigieg,Democratic,Statewide,28263
Dearborn,Treasurer of State,Pete Buttigieg,Democratic,Statewide,3801
Elkhart,Treasurer of State,Pete Buttigieg,Democratic,Statewide,13208
Bartholomew,Treasurer of State,Pete Buttigieg,Democratic,Statewide,5675
Benton,Treasurer of State,Pete Buttigieg,Democratic,Statewide,569
Blackford,Treasurer of State,Pete Buttigieg,Democratic,Statewide,1448
Cass,Treasurer of State,Pete Buttigieg,Democratic,Statewide,3484
Clark,Treasurer of State,Pete Buttigieg,Democratic,Statewide,13154
Decatur,Treasurer of State,Pete Buttigieg,Democratic,Statewide,1884
Bartholomew,Treasurer of State,Richard E. Mourdock,Republican,Statewide,13272
Blackford,Treasurer of State,Richard E. Mourdock,Republican,Statewide,2211
Allen,Treasurer of State,Richard E. Mourdock,Republican,Statewide,59755
Boone,Treasurer of State,Richard E. Mourdock,Republican,Statewide,14446
Elkhart,Treasurer of State,Richard E. Mourdock,Republican,Statewide,31859
Brown,Treasurer of State,Richard E. Mourdock,Republican,Statewide,3711
Cass,Treasurer of State,Richard E. Mourdock,Republican,Statewide,7125
Clark,Treasurer of State,Richard E. Mourdock,Republican,Statewide,18224
Adams,Treasurer of State,Richard E. Mourdock,Republican,Statewide,6683
Carroll,Treasurer of State,Richard E. Mourdock,Republican,Statewide,4130
Clay,Treasurer of State,Richard E. Mourdock,Republican,Statewide,5385
Clinton,Treasurer of State,Richard E. Mourdock,Republican,Statewide,5167
Crawford,Treasurer of State,Richard E. Mourdock,Republican,Statewide,1884
Daviess,Treasurer of State,Richard E. Mourdock,Republican,Statewide,5225
Dearborn,Treasurer of State,Richard E. Mourdock,Republican,Statewide,10893
DeKalb,Treasurer of State,Richard E. Mourdock,Republican,Statewide,7943
Benton,Treasurer of State,Richard E. Mourdock,Republican,Statewide,1611
Decatur,Treasurer of State,Richard E. Mourdock,Republican,Statewide,5181
Delaware,Treasurer of State,Richard E. Mourdock,Republican,Statewide,16483
Dubois,Treasurer of State,Richard E. Mourdock,Republican,Statewide,8122
Benton,United States Representative,Peter J. Visclosky,Democratic,District 1,719
Benton,United States Representative,Jon Morris,Libertarian,District 1,147
Benton,United States Representative,Mark Leyva,Republican,District 1,1352
Elkhart,United States Representative,Joe Donnelly,Democratic,District 2,7756
Cass,United States Representative,Joe Donnelly,Democratic,District 2,3608
Carroll,United States Representative,Joe Donnelly,Democratic,District 2,1850
Elkhart,United States Representative,Mark Vogel,Libertarian,District 2,775
Carroll,United States Representative,Mark Vogel,Libertarian,District 2,419
Cass,United States Representative,Mark Vogel,Libertarian,District 2,633
Cass,United States Representative,Jackie Walorski,Republican,District 2,6691
Elkhart,United States Representative,Jackie Walorski,Republican,District 2,10481
Carroll,United States Representative,Jackie Walorski,Republican,District 2,3718
Allen,United States Representative,Thomas Hayhurst,Democratic,District 3,33664
DeKalb,United States Representative,Thomas Hayhurst,Democratic,District 3,3732
Allen,United States Representative,Thomas Hayhurst,Democratic,District 3,33892
Elkhart,United States Representative,Thomas Hayhurst,Democratic,District 3,7251
DeKalb,United States Representative,Thomas Hayhurst,Democratic,District 3,3771
Elkhart,United States Representative,Thomas Hayhurst,Democratic,District 3,7171
Allen,United States Representative,Scott  Wise,Libertarian,District 3,3268
DeKalb,United States Representative,Scott  Wise,Libertarian,District 3,562
Elkhart,United States Representative,Scott  Wise,Libertarian,District 3,763
Allen,United States Representative,Scott Wise,Libertarian,District 3,3415
DeKalb,United States Representative,Scott Wise,Libertarian,District 3,576
Elkhart,United States Representative,Scott Wise,Libertarian,District 3,797
DeKalb,United States Representative,Marlin A. Stutzman,Republican,District 3,7199
Allen,United States Representative,Marlin A. Stutzman,Republican,District 3,50331
Allen,United States Representative,Marlin A. Stutzman,Republican,District 3,49971
Elkhart,United States Representative,Marlin A. Stutzman,Republican,District 3,19212
DeKalb,United States Representative,Marlin A. Stutzman,Republican,District 3,7215
Elkhart,United States Representative,Marlin A. Stutzman,Republican,District 3,19284
Elkhart,United States Representative,Tom Metzger,W/I (Independent),District 3,1
DeKalb,United States Representative,Tom Metzger,W/I (Independent),District 3,0
Allen,United States Representative,Tom Metzger,W/I (Independent),District 3,1
Allen,United States Representative,Wes Stephens,W/I (Independent),District 3,1
Elkhart,United States Representative,Wes Stephens,W/I (Independent),District 3,0
DeKalb,United States Representative,Wes Stephens,W/I (Independent),District 3,0
Boone,United States Representative,David Sanders,Democratic,District 4,3954
Clinton,United States Representative,David Sanders,Democratic,District 4,1974
Clinton,United States Representative,John Duncan,Libertarian,District 4,434
Boone,United States Representative,John Duncan,Libertarian,District 4,922
Clinton,United States Representative,Todd Rokita,Republican,District 4,4989
Boone,United States Representative,Todd Rokita,Republican,District 4,13836
Adams,United States Representative,Barry Welsh,Democratic,District 6,2140
Delaware,United States Representative,Barry Welsh,Democratic,District 6,12439
Allen,United States Representative,Barry Welsh,Democratic,District 6,1059
Dearborn,United States Representative,Barry Welsh,Democratic,District 6,797
Bartholomew,United States Representative,Barry Welsh,Democratic,District 6,2886
Blackford,United States Representative,Barry Welsh,Democratic,District 6,1292
Decatur,United States Representative,Barry Welsh,Democratic,District 6,1580
Allen,United States Representative,"Talmage (T. J.) Thompson, Jr.",Libertarian,District 6,102
Bartholomew,United States Representative,"Talmage (T. J.) Thompson, Jr.",Libertarian,District 6,295
Blackford,United States Representative,"Talmage (T. J.) Thompson, Jr.",Libertarian,District 6,115
Decatur,United States Representative,"Talmage (T. J.) Thompson, Jr.",Libertarian,District 6,227
Delaware,United States Representative,"Talmage (T. J.) Thompson, Jr.",Libertarian,District 6,845
Adams,United States Representative,"Talmage (T. J.) Thompson, Jr.",Libertarian,District 6,247
Dearborn,United States Representative,"Talmage (T. J.) Thompson, Jr.",Libertarian,District 6,121
Adams,United States Representative,Mike Pence,Republican,District 6,7096
Dearborn,United States Representative,Mike Pence,Republican,District 6,4264
Blackford,United States Representative,Mike Pence,Republican,District 6,2480
Decatur,United States Representative,Mike Pence,Republican,District 6,5866
Delaware,United States Representative,Mike Pence,Republican,District 6,17437
Allen,United States Representative,Mike Pence,Republican,District 6,2577
Bartholomew,United States Representative,Mike Pence,Republican,District 6,8476
Clay,United States Representative,W. Trent VanHaaften,Democratic,District 8,2666
Daviess,United States Representative,W. Trent VanHaaften,Democratic,District 8,1700
Clay,United States Representative,John Cunningham,Libertarian,District 8,456
Daviess,United States Representative,John Cunningham,Libertarian,District 8,306
Clay,United States Representative,Larry D. Bucshon,Republican,District 8,5024
Daviess,United States Representative,Larry D. Bucshon,Republican,District 8,5001
Clark,United States Representative,Baron P. Hill,Democratic,District 9,13926
Crawford,United States Representative,Baron P. Hill,Democratic,District 9,1817
Dubois,United States Representative,Baron P. Hill,Democratic,District 9,5505
Dearborn,United States Representative,Baron P. Hill,Democratic,District 9,3327
Bartholomew,United States Representative,Baron P. Hill,Democratic,District 9,2771
Brown,United States Representative,Baron P. Hill,Democratic,District 9,2519
Bartholomew,United States Representative,Greg "No Bull" Knott,Libertarian,District 9,362
Dearborn,United States Representative,Greg "No Bull" Knott,Libertarian,District 9,443
Crawford,United States Representative,Greg "No Bull" Knott,Libertarian,District 9,269
Dubois,United States Representative,Greg "No Bull" Knott,Libertarian,District 9,798
Brown,United States Representative,Greg "No Bull" Knott,Libertarian,District 9,390
Clark,United States Representative,Greg "No Bull" Knott,Libertarian,District 9,1544
Crawford,United States Representative,Todd Young,Republican,District 9,1821
Clark,United States Representative,Todd Young,Republican,District 9,17573
Brown,United States Representative,Todd Young,Republican,District 9,3365
Dearborn,United States Representative,Todd Young,Republican,District 9,6254
Bartholomew,United States Representative,Todd Young,Republican,District 9,5044
Dubois,United States Representative,Todd Young,Republican,District 9,7705
Brown,United States Representative,Jerry R. Lucas,W/I (Independent),District 9,0
Dubois,United States Representative,Jerry R. Lucas,W/I (Independent),District 9,0
Clark,United States Representative,Jerry R. Lucas,W/I (Independent),District 9,10
Dearborn,United States Representative,Jerry R. Lucas,W/I (Independent),District 9,0
Bartholomew,United States Representative,Jerry R. Lucas,W/I (Independent),District 9,5
Crawford,United States Representative,Jerry R. Lucas,W/I (Independent),District 9,0
Benton,State Senator,Jim Metro,Democratic,District 6,475
Benton,State Senator,Charles E. Barman,Libertarian,District 6,149
Benton,State Senator,Sue Landske,Republican,District 6,1610
Elkhart,State Senator,Catherine Fanello,Democratic,District 11,3983
Elkhart,State Senator,Joe Zakas,Republican,District 11,7283
DeKalb,State Senator,Dennis K. Kruse,Republican,District 14,8503
Allen,State Senator,Dennis K. Kruse,Republican,District 14,20305
Allen,State Senator,Jack Morris,Democratic,District 15,12014
Allen,State Senator,Thomas J. (Tom) Wyss,Republican,District 15,17936
Allen,State Senator,Jim Banks,Republican,District 17,1548
Adams,State Senator,Robert Couse,Democratic,District 19,2457
Blackford,State Senator,Robert Couse,Democratic,District 19,1362
Allen,State Senator,Robert Couse,Democratic,District 19,568
Adams,State Senator,Travis Holdman,Republican,District 19,6804
Allen,State Senator,Travis Holdman,Republican,District 19,1652
Blackford,State Senator,Travis Holdman,Republican,District 19,2427
Boone,State Senator,Chuck Sosbe,Democratic,District 21,2367
Boone,State Senator,James R. (Jim) Buck,Republican,District 21,7754
Clinton,State Senator,Philip L. (Phil) Boots,Republican,District 23,4015
Boone,State Senator,Philip L. (Phil) Boots,Republican,District 23,7264
Delaware,State Senator,Sue Errington,Democratic,District 26,14656
Delaware,State Senator,Doug Eckerty,Republican,District 26,16093
Clay,State Senator,Steven M. Thais,Democratic,District 39,573
Daviess,State Senator,Steven M. Thais,Democratic,District 39,410
Daviess,State Senator,John Waterman,Republican,District 39,1671
Clay,State Senator,John Waterman,Republican,District 39,1704
Bartholomew,State Senator,Chris Roller,Democratic,District 41,5703
Bartholomew,State Senator,Greg Walker,Republican,District 41,13963
Dearborn,State Senator,Johnny Nugent,Republican,District 43,12697
Clark,State Senator,James (Jim) Lewis,Democratic,District 45,8125
Clark,State Senator,Jim C. Smith,Republican,District 45,10332
Clark,State Senator,Charles "Chuck" Freiberger,Democratic,District 46,6553
Clark,State Senator,Ron Grooms,Republican,District 46,7636
Crawford,State Senator,"Richard D. Young, Jr.",Democratic,District 47,2338
Dubois,State Senator,"Richard D. Young, Jr.",Democratic,District 47,2752
Crawford,State Senator,Ted Metzger,Republican,District 47,1563
Dubois,State Senator,Ted Metzger,Republican,District 47,2567
Dubois,State Senator,Lindel O. Hume,Democratic,District 48,5713
Daviess,State Senator,Lindel O. Hume,Democratic,District 48,2612
Elkhart,State Representative,Craig R. Fry,Democratic,District 5,1547
Elkhart,State Representative,Ronald R. Cenkush,Libertarian,District 5,442
Benton,State Representative,Timothy E. Downs,Democratic,District 15,617
Benton,State Representative,Steve Helsel,Libertarian,District 15,193
Benton,State Representative,Donald J. Lehe,Republican,District 15,1417
Cass,State Representative,Bill Reutebuch,Democratic,District 16,519
Cass,State Representative,Douglas L. Gutwein,Republican,District 16,1265
Elkhart,State Representative,David A. Wolkins,Republican,District 18,3557
Elkhart,State Representative,Dwight Fish,Democratic,District 21,2684
Elkhart,State Representative,Benjamin Jarvis,Libertarian,District 21,279
Elkhart,State Representative,Timothy Wesco,Republican,District 21,5554
Elkhart,State Representative,William C. Friend,Republican,District 23,1614
Carroll,State Representative,"Timothy J. Banter, Jr.",Democratic,District 24,2007
Cass,State Representative,"Timothy J. Banter, Jr.",Democratic,District 24,3406
Carroll,State Representative,Richard W. "Rich" McClain,Republican,District 24,3909
Cass,State Representative,Richard W. "Rich" McClain,Republican,District 24,5655
Boone,State Representative,James "Jim" Rainwater,Libertarian,District 28,1304
Boone,State Representative,Jeffrey A. Thompson,Republican,District 28,7265
Boone,State Representative,Danny W. Shipley,W/I (Independent),District 28,0
Blackford,State Representative,Joe Pearson,Democratic,District 31,1866
Blackford,State Representative,Kevin A. Mahan,Republican,District 31,2039
Delaware,State Representative,Ron Liggett,Democratic,District 33,2495
Delaware,State Representative,Bill Davis,Republican,District 33,2585
Delaware,State Representative,Dennis Tyler,Democratic,District 34,7543
Delaware,State Representative,John J. Tuttle,Republican,District 34,4545
Delaware,State Representative,Pat L. Smith,Democratic,District 35,5145
Delaware,State Representative,L. Jack Lutz,Republican,District 35,8080
Clinton,State Representative,Heath VanNatter,Republican,District 38,5979
Boone,State Representative,Heath VanNatter,Republican,District 38,1814
Clay,State Representative,Clyde Kersey,Democratic,District 43,277
Clay,State Representative,Alan Morrison,Republican,District 43,485
Clay,State Representative,Nancy A. Michael,Democratic,District 44,2146
Clay,State Representative,Dennis Beatty,Libertarian,District 44,205
Clay,State Representative,James (Jim) Baird,Republican,District 44,2753
Daviess,State Representative,Jesse James,Democratic,District 45,248
Daviess,State Representative,Bruce Alan Borders,Republican,District 45,1140
Clay,State Representative,Bionca D. Gambill,Democratic,District 46,633
