County,Office,Candidate,Party,District,Votes
Dearborn,President,Gary Johnson,Libertarian,Statewide,917
Decatur,President,Gary Johnson,Libertarian,Statewide,487
Delaware,President,Gary Johnson,Libertarian,Statewide,2388
Elkhart,President,Gary Johnson,Libertarian,Statewide,2716
Adams,President,Gary Johnson,Libertarian,Statewide,595
Clinton,President,Gary Johnson,Libertarian,Statewide,547
Bartholomew,President,Donald J. Trump,Republican,Statewide,20640
Benton,President,Donald J. Trump,Republican,Statewide,2579
Blackford,President,Donald J. Trump,Republican,Statewide,3350
Cass,President,Donald J. Trump,Republican,Statewide,9701
Clark,President,Donald J. Trump,Republican,Statewide,30035
Decatur,President,Donald J. Trump,Republican,Statewide,8490
Adams,President,Donald J. Trump,Republican,Statewide,9648
Boone,President,Donald J. Trump,Republican,Statewide,19654
Carroll,President,Donald J. Trump,Republican,Statewide,6273
Clay,President,Donald J. Trump,Republican,Statewide,8531
Clinton,President,Donald J. Trump,Republican,Statewide,8531
Crawford,President,Donald J. Trump,Republican,Statewide,3015
Daviess,President,Donald J. Trump,Republican,Statewide,8545
DeKalb,President,Donald J. Trump,Republican,Statewide,12054
Allen,President,Donald J. Trump,Republican,Statewide,83930
Dearborn,President,Donald J. Trump,Republican,Statewide,18113
Elkhart,President,Donald J. Trump,Republican,Statewide,41867
Brown,President,Donald J. Trump,Republican,Statewide,5016
Delaware,President,Donald J. Trump,Republican,Statewide,24263
Dubois,President,Donald J. Trump,Republican,Statewide,13365
Adams,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
Carroll,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
Clinton,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
Crawford,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
Daviess,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
DeKalb,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
Dubois,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
Benton,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
Clark,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
Clay,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
Decatur,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
Allen,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,1
Blackford,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
Brown,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
Cass,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
Delaware,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
Bartholomew,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
Boone,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,1
Dearborn,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,0
Elkhart,President,"Rocky" Roque De La Fuente,W/I (Independent),Statewide,2
Blackford,President,Cherunda Fox,W/I (Independent),Statewide,0
Brown,President,Cherunda Fox,W/I (Independent),Statewide,0
Carroll,President,Cherunda Fox,W/I (Independent),Statewide,0
Cass,President,Cherunda Fox,W/I (Independent),Statewide,0
Daviess,President,Cherunda Fox,W/I (Independent),Statewide,0
Dubois,President,Cherunda Fox,W/I (Independent),Statewide,0
Allen,President,Cherunda Fox,W/I (Independent),Statewide,0
Bartholomew,President,Cherunda Fox,W/I (Independent),Statewide,0
Benton,President,Cherunda Fox,W/I (Independent),Statewide,0
Clark,President,Cherunda Fox,W/I (Independent),Statewide,0
Adams,President,Cherunda Fox,W/I (Independent),Statewide,0
Clinton,President,Cherunda Fox,W/I (Independent),Statewide,0
Crawford,President,Cherunda Fox,W/I (Independent),Statewide,0
Boone,President,Cherunda Fox,W/I (Independent),Statewide,0
Clay,President,Cherunda Fox,W/I (Independent),Statewide,0
Dearborn,President,Cherunda Fox,W/I (Independent),Statewide,0
Decatur,President,Cherunda Fox,W/I (Independent),Statewide,0
DeKalb,President,Cherunda Fox,W/I (Independent),Statewide,0
Delaware,President,Cherunda Fox,W/I (Independent),Statewide,0
Elkhart,President,Cherunda Fox,W/I (Independent),Statewide,0
Boone,President,Darrell L. Castle,W/I (Constitution),Statewide,35
Brown,President,Darrell L. Castle,W/I (Constitution),Statewide,3
Crawford,President,Darrell L. Castle,W/I (Constitution),Statewide,0
Dearborn,President,Darrell L. Castle,W/I (Constitution),Statewide,24
Benton,President,Darrell L. Castle,W/I (Constitution),Statewide,2
Cass,President,Darrell L. Castle,W/I (Constitution),Statewide,15
Dubois,President,Darrell L. Castle,W/I (Constitution),Statewide,15
Adams,President,Darrell L. Castle,W/I (Constitution),Statewide,14
Clark,President,Darrell L. Castle,W/I (Constitution),Statewide,0
Clay,President,Darrell L. Castle,W/I (Constitution),Statewide,6
Clinton,President,Darrell L. Castle,W/I (Constitution),Statewide,6
Elkhart,President,Darrell L. Castle,W/I (Constitution),Statewide,86
Allen,President,Darrell L. Castle,W/I (Constitution),Statewide,266
Bartholomew,President,Darrell L. Castle,W/I (Constitution),Statewide,30
Blackford,President,Darrell L. Castle,W/I (Constitution),Statewide,0
Carroll,President,Darrell L. Castle,W/I (Constitution),Statewide,8
Daviess,President,Darrell L. Castle,W/I (Constitution),Statewide,4
Decatur,President,Darrell L. Castle,W/I (Constitution),Statewide,11
DeKalb,President,Darrell L. Castle,W/I (Constitution),Statewide,21
Delaware,President,Darrell L. Castle,W/I (Constitution),Statewide,41
Benton,President,Denny C. Jackson,W/I (Independent),Statewide,0
Clinton,President,Denny C. Jackson,W/I (Independent),Statewide,0
Crawford,President,Denny C. Jackson,W/I (Independent),Statewide,0
Bartholomew,President,Denny C. Jackson,W/I (Independent),Statewide,0
Brown,President,Denny C. Jackson,W/I (Independent),Statewide,0
Carroll,President,Denny C. Jackson,W/I (Independent),Statewide,0
Cass,President,Denny C. Jackson,W/I (Independent),Statewide,0
Daviess,President,Denny C. Jackson,W/I (Independent),Statewide,0
Dubois,President,Denny C. Jackson,W/I (Independent),Statewide,0
Allen,President,Denny C. Jackson,W/I (Independent),Statewide,0
Blackford,President,Denny C. Jackson,W/I (Independent),Statewide,1
Clark,President,Denny C. Jackson,W/I (Independent),Statewide,0
Adams,President,Denny C. Jackson,W/I (Independent),Statewide,0
Boone,President,Denny C. Jackson,W/I (Independent),Statewide,1
Clay,President,Denny C. Jackson,W/I (Independent),Statewide,0
Dearborn,President,Denny C. Jackson,W/I (Independent),Statewide,0
Decatur,President,Denny C. Jackson,W/I (Independent),Statewide,0
DeKalb,President,Denny C. Jackson,W/I (Independent),Statewide,0
Delaware,President,Denny C. Jackson,W/I (Independent),Statewide,1
Elkhart,President,Denny C. Jackson,W/I (Independent),Statewide,0
Blackford,President,Emidio Soltysik,W/I (Socialist),Statewide,0
Boone,President,Emidio Soltysik,W/I (Socialist),Statewide,1
Dearborn,President,Emidio Soltysik,W/I (Socialist),Statewide,0
Elkhart,President,Emidio Soltysik,W/I (Socialist),Statewide,3
Bartholomew,President,Emidio Soltysik,W/I (Socialist),Statewide,0
Brown,President,Emidio Soltysik,W/I (Socialist),Statewide,0
Cass,President,Emidio Soltysik,W/I (Socialist),Statewide,1
Decatur,President,Emidio Soltysik,W/I (Socialist),Statewide,0
Delaware,President,Emidio Soltysik,W/I (Socialist),Statewide,2
Allen,President,Emidio Soltysik,W/I (Socialist),Statewide,4
Carroll,President,Emidio Soltysik,W/I (Socialist),Statewide,0
Clay,President,Emidio Soltysik,W/I (Socialist),Statewide,0
Clinton,President,Emidio Soltysik,W/I (Socialist),Statewide,0
Crawford,President,Emidio Soltysik,W/I (Socialist),Statewide,0
Daviess,President,Emidio Soltysik,W/I (Socialist),Statewide,1
DeKalb,President,Emidio Soltysik,W/I (Socialist),Statewide,0
Dubois,President,Emidio Soltysik,W/I (Socialist),Statewide,0
Adams,President,Emidio Soltysik,W/I (Socialist),Statewide,0
Benton,President,Emidio Soltysik,W/I (Socialist),Statewide,0
Clark,President,Emidio Soltysik,W/I (Socialist),Statewide,0
Adams,President,Jill Stein,W/I (Green),Statewide,23
Boone,President,Jill Stein,W/I (Green),Statewide,75
Dearborn,President,Jill Stein,W/I (Green),Statewide,46
Decatur,President,Jill Stein,W/I (Green),Statewide,17
Delaware,President,Jill Stein,W/I (Green),Statewide,252
Elkhart,President,Jill Stein,W/I (Green),Statewide,204
Daviess,President,Jill Stein,W/I (Green),Statewide,25
DeKalb,President,Jill Stein,W/I (Green),Statewide,61
Dubois,President,Jill Stein,W/I (Green),Statewide,45
Bartholomew,President,Jill Stein,W/I (Green),Statewide,60
Blackford,President,Jill Stein,W/I (Green),Statewide,15
Brown,President,Jill Stein,W/I (Green),Statewide,31
Carroll,President,Jill Stein,W/I (Green),Statewide,24
Cass,President,Jill Stein,W/I (Green),Statewide,49
Allen,President,Jill Stein,W/I (Green),Statewide,702
Clark,President,Jill Stein,W/I (Green),Statewide,0
Clinton,President,Jill Stein,W/I (Green),Statewide,31
Benton,President,Jill Stein,W/I (Green),Statewide,9
Clay,President,Jill Stein,W/I (Green),Statewide,11
Crawford,President,Jill Stein,W/I (Green),Statewide,0
Adams,President,Joseph Maldonado,W/I (Independent),Statewide,0
Clark,President,Joseph Maldonado,W/I (Independent),Statewide,0
Clay,President,Joseph Maldonado,W/I (Independent),Statewide,0
Clinton,President,Joseph Maldonado,W/I (Independent),Statewide,0
Crawford,President,Joseph Maldonado,W/I (Independent),Statewide,0
Allen,President,Joseph Maldonado,W/I (Independent),Statewide,0
Benton,President,Joseph Maldonado,W/I (Independent),Statewide,0
Carroll,President,Joseph Maldonado,W/I (Independent),Statewide,0
Daviess,President,Joseph Maldonado,W/I (Independent),Statewide,0
Bartholomew,President,Joseph Maldonado,W/I (Independent),Statewide,0
Blackford,President,Joseph Maldonado,W/I (Independent),Statewide,0
Cass,President,Joseph Maldonado,W/I (Independent),Statewide,0
Dearborn,President,Joseph Maldonado,W/I (Independent),Statewide,0
DeKalb,President,Joseph Maldonado,W/I (Independent),Statewide,0
Boone,President,Joseph Maldonado,W/I (Independent),Statewide,0
Brown,President,Joseph Maldonado,W/I (Independent),Statewide,0
Decatur,President,Joseph Maldonado,W/I (Independent),Statewide,0
Delaware,President,Joseph Maldonado,W/I (Independent),Statewide,0
Elkhart,President,Joseph Maldonado,W/I (Independent),Statewide,0
Dubois,President,Joseph Maldonado,W/I (Independent),Statewide,0
Adams,President,Laurence Kotlikoff,W/I (Independent),Statewide,0
Carroll,President,Laurence Kotlikoff,W/I (Independent),Statewide,0
Clay,President,Laurence Kotlikoff,W/I (Independent),Statewide,0
Clinton,President,Laurence Kotlikoff,W/I (Independent),Statewide,0
Daviess,President,Laurence Kotlikoff,W/I (Independent),Statewide,0
DeKalb,President,Laurence Kotlikoff,W/I (Independent),Statewide,0
Blackford,President,Laurence Kotlikoff,W/I (Independent),Statewide,0
Cass,President,Laurence Kotlikoff,W/I (Independent),Statewide,0
Clark,President,Laurence Kotlikoff,W/I (Independent),Statewide,0
Decatur,President,Laurence Kotlikoff,W/I (Independent),Statewide,0
Delaware,President,Laurence Kotlikoff,W/I (Independent),Statewide,1
Allen,President,Laurence Kotlikoff,W/I (Independent),Statewide,4
Bartholomew,President,Laurence Kotlikoff,W/I (Independent),Statewide,0
Boone,President,Laurence Kotlikoff,W/I (Independent),Statewide,1
Crawford,President,Laurence Kotlikoff,W/I (Independent),Statewide,0
Dearborn,President,Laurence Kotlikoff,W/I (Independent),Statewide,0
Elkhart,President,Laurence Kotlikoff,W/I (Independent),Statewide,0
Benton,President,Laurence Kotlikoff,W/I (Independent),Statewide,0
Brown,President,Laurence Kotlikoff,W/I (Independent),Statewide,0
Dubois,President,Laurence Kotlikoff,W/I (Independent),Statewide,1
Adams,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,2
Benton,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,0
Clark,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,0
Clay,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,0
Clinton,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,1
Blackford,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,0
Cass,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,3
Dearborn,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,2
DeKalb,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,0
Elkhart,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,3
Bartholomew,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,5
Boone,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,1
Brown,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,1
Decatur,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,0
Delaware,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,11
Allen,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,8
Carroll,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,1
Crawford,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,0
Daviess,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,0
Dubois,President,Matthew (None of the Above) Roberts,W/I (Independent),Statewide,2
Blackford,President,Melissa L. Kelly,W/I (Independent),Statewide,0
Cass,President,Melissa L. Kelly,W/I (Independent),Statewide,0
Clark,President,Melissa L. Kelly,W/I (Independent),Statewide,0
Adams,President,Melissa L. Kelly,W/I (Independent),Statewide,0
Clay,President,Melissa L. Kelly,W/I (Independent),Statewide,0
Clinton,President,Melissa L. Kelly,W/I (Independent),Statewide,0
Dearborn,President,Melissa L. Kelly,W/I (Independent),Statewide,0
DeKalb,President,Melissa L. Kelly,W/I (Independent),Statewide,0
Elkhart,President,Melissa L. Kelly,W/I (Independent),Statewide,3
Bartholomew,President,Melissa L. Kelly,W/I (Independent),Statewide,0
Benton,President,Melissa L. Kelly,W/I (Independent),Statewide,0
Brown,President,Melissa L. Kelly,W/I (Independent),Statewide,0
Carroll,President,Melissa L. Kelly,W/I (Independent),Statewide,0
Daviess,President,Melissa L. Kelly,W/I (Independent),Statewide,0
Decatur,President,Melissa L. Kelly,W/I (Independent),Statewide,0
Delaware,President,Melissa L. Kelly,W/I (Independent),Statewide,0
Dubois,President,Melissa L. Kelly,W/I (Independent),Statewide,0
Allen,President,Melissa L. Kelly,W/I (Independent),Statewide,4
Boone,President,Melissa L. Kelly,W/I (Independent),Statewide,1
Crawford,President,Melissa L. Kelly,W/I (Independent),Statewide,0
Blackford,President,Monica Moorehead,WI (Workers World),Statewide,1
Carroll,President,Monica Moorehead,WI (Workers World),Statewide,0
Daviess,President,Monica Moorehead,WI (Workers World),Statewide,0
Decatur,President,Monica Moorehead,WI (Workers World),Statewide,0
DeKalb,President,Monica Moorehead,WI (Workers World),Statewide,0
Delaware,President,Monica Moorehead,WI (Workers World),Statewide,0
Dubois,President,Monica Moorehead,WI (Workers World),Statewide,0
Adams,President,Monica Moorehead,WI (Workers World),Statewide,0
Boone,President,Monica Moorehead,WI (Workers World),Statewide,1
Clay,President,Monica Moorehead,WI (Workers World),Statewide,0
Clinton,President,Monica Moorehead,WI (Workers World),Statewide,0
Crawford,President,Monica Moorehead,WI (Workers World),Statewide,0
Elkhart,President,Monica Moorehead,WI (Workers World),Statewide,0
Brown,President,Monica Moorehead,WI (Workers World),Statewide,0
Dearborn,President,Monica Moorehead,WI (Workers World),Statewide,0
Allen,President,Monica Moorehead,WI (Workers World),Statewide,0
Bartholomew,President,Monica Moorehead,WI (Workers World),Statewide,0
Benton,President,Monica Moorehead,WI (Workers World),Statewide,0
Cass,President,Monica Moorehead,WI (Workers World),Statewide,0
Clark,President,Monica Moorehead,WI (Workers World),Statewide,0
Adams,President,Ray C. Brown,W/I (Independent),Statewide,0
Carroll,President,Ray C. Brown,W/I (Independent),Statewide,0
Clinton,President,Ray C. Brown,W/I (Independent),Statewide,0
Crawford,President,Ray C. Brown,W/I (Independent),Statewide,0
Daviess,President,Ray C. Brown,W/I (Independent),Statewide,0
Dubois,President,Ray C. Brown,W/I (Independent),Statewide,0
Blackford,President,Ray C. Brown,W/I (Independent),Statewide,0
Brown,President,Ray C. Brown,W/I (Independent),Statewide,0
Cass,President,Ray C. Brown,W/I (Independent),Statewide,0
Allen,President,Ray C. Brown,W/I (Independent),Statewide,1
Bartholomew,President,Ray C. Brown,W/I (Independent),Statewide,0
Boone,President,Ray C. Brown,W/I (Independent),Statewide,0
Dearborn,President,Ray C. Brown,W/I (Independent),Statewide,0
DeKalb,President,Ray C. Brown,W/I (Independent),Statewide,0
Elkhart,President,Ray C. Brown,W/I (Independent),Statewide,0
Benton,President,Ray C. Brown,W/I (Independent),Statewide,0
Clark,President,Ray C. Brown,W/I (Independent),Statewide,0
Clay,President,Ray C. Brown,W/I (Independent),Statewide,0
Decatur,President,Ray C. Brown,W/I (Independent),Statewide,0
Delaware,President,Ray C. Brown,W/I (Independent),Statewide,2
Brown,President,Ric Mullis,W/I (Independent),Statewide,0
Delaware,President,Ric Mullis,W/I (Independent),Statewide,0
Dubois,President,Ric Mullis,W/I (Independent),Statewide,1
Allen,President,Ric Mullis,W/I (Independent),Statewide,0
Bartholomew,President,Ric Mullis,W/I (Independent),Statewide,0
Benton,President,Ric Mullis,W/I (Independent),Statewide,0
Blackford,President,Ric Mullis,W/I (Independent),Statewide,0
Cass,President,Ric Mullis,W/I (Independent),Statewide,0
Adams,President,Ric Mullis,W/I (Independent),Statewide,0
Boone,President,Ric Mullis,W/I (Independent),Statewide,0
Carroll,President,Ric Mullis,W/I (Independent),Statewide,0
Clay,President,Ric Mullis,W/I (Independent),Statewide,0
Clinton,President,Ric Mullis,W/I (Independent),Statewide,0
Crawford,President,Ric Mullis,W/I (Independent),Statewide,0
Daviess,President,Ric Mullis,W/I (Independent),Statewide,0
DeKalb,President,Ric Mullis,W/I (Independent),Statewide,0
Dearborn,President,Ric Mullis,W/I (Independent),Statewide,1
Elkhart,President,Ric Mullis,W/I (Independent),Statewide,0
Clark,President,Ric Mullis,W/I (Independent),Statewide,0
Decatur,President,Ric Mullis,W/I (Independent),Statewide,0
Allen,President,Richard Duncan,W/I (Independent),Statewide,5
Bartholomew,President,Richard Duncan,W/I (Independent),Statewide,0
Benton,President,Richard Duncan,W/I (Independent),Statewide,0
Cass,President,Richard Duncan,W/I (Independent),Statewide,0
Adams,President,Richard Duncan,W/I (Independent),Statewide,0
Boone,President,Richard Duncan,W/I (Independent),Statewide,0
Clinton,President,Richard Duncan,W/I (Independent),Statewide,0
Dearborn,President,Richard Duncan,W/I (Independent),Statewide,0
Elkhart,President,Richard Duncan,W/I (Independent),Statewide,0
Carroll,President,Richard Duncan,W/I (Independent),Statewide,0
Clay,President,Richard Duncan,W/I (Independent),Statewide,0
Crawford,President,Richard Duncan,W/I (Independent),Statewide,0
Daviess,President,Richard Duncan,W/I (Independent),Statewide,0
Dubois,President,Richard Duncan,W/I (Independent),Statewide,1
Blackford,President,Richard Duncan,W/I (Independent),Statewide,0
Brown,President,Richard Duncan,W/I (Independent),Statewide,0
Clark,President,Richard Duncan,W/I (Independent),Statewide,0
Decatur,President,Richard Duncan,W/I (Independent),Statewide,0
DeKalb,President,Richard Duncan,W/I (Independent),Statewide,0
Delaware,President,Richard Duncan,W/I (Independent),Statewide,2
Bartholomew,President,Tom Hoefling,W/I (Independent),Statewide,3
Blackford,President,Tom Hoefling,W/I (Independent),Statewide,0
Carroll,President,Tom Hoefling,W/I (Independent),Statewide,0
Cass,President,Tom Hoefling,W/I (Independent),Statewide,1
Daviess,President,Tom Hoefling,W/I (Independent),Statewide,2
Decatur,President,Tom Hoefling,W/I (Independent),Statewide,1
DeKalb,President,Tom Hoefling,W/I (Independent),Statewide,3
Boone,President,Tom Hoefling,W/I (Independent),Statewide,1
Delaware,President,Tom Hoefling,W/I (Independent),Statewide,7
Adams,President,Tom Hoefling,W/I (Independent),Statewide,3
Clay,President,Tom Hoefling,W/I (Independent),Statewide,2
Clinton,President,Tom Hoefling,W/I (Independent),Statewide,1
Crawford,President,Tom Hoefling,W/I (Independent),Statewide,0
Allen,President,Tom Hoefling,W/I (Independent),Statewide,28
Benton,President,Tom Hoefling,W/I (Independent),Statewide,1
Clark,President,Tom Hoefling,W/I (Independent),Statewide,0
Dubois,President,Tom Hoefling,W/I (Independent),Statewide,2
Brown,President,Tom Hoefling,W/I (Independent),Statewide,1
Dearborn,President,Tom Hoefling,W/I (Independent),Statewide,1
Elkhart,President,Tom Hoefling,W/I (Independent),Statewide,6
Allen,United States Senator,Evan Bayh,Democratic,Statewide,59868
Carroll,United States Senator,Evan Bayh,Democratic,Statewide,2522
Crawford,United States Senator,Evan Bayh,Democratic,Statewide,1890
Daviess,United States Senator,Evan Bayh,Democratic,Statewide,3131
Dubois,United States Senator,Evan Bayh,Democratic,Statewide,7692
Blackford,United States Senator,Evan Bayh,Democratic,Statewide,1707
Boone,United States Senator,Evan Bayh,Democratic,Statewide,10583
Dearborn,United States Senator,Evan Bayh,Democratic,Statewide,5251
DeKalb,United States Senator,Evan Bayh,Democratic,Statewide,5029
Elkhart,United States Senator,Evan Bayh,Democratic,Statewide,23416
Bartholomew,United States Senator,Evan Bayh,Democratic,Statewide,11355
Brown,United States Senator,Evan Bayh,Democratic,Statewide,2907
Cass,United States Senator,Evan Bayh,Democratic,Statewide,4927
Decatur,United States Senator,Evan Bayh,Democratic,Statewide,3022
Adams,United States Senator,Evan Bayh,Democratic,Statewide,3840
Benton,United States Senator,Evan Bayh,Democratic,Statewide,1132
Clark,United States Senator,Evan Bayh,Democratic,Statewide,21414
Clay,United States Senator,Evan Bayh,Democratic,Statewide,3979
Clinton,United States Senator,Evan Bayh,Democratic,Statewide,3693
Delaware,United States Senator,Evan Bayh,Democratic,Statewide,20578
Adams,United States Senator,Lucy Brenton,Libertarian,Statewide,866
Boone,United States Senator,Lucy Brenton,Libertarian,Statewide,1715
Clay,United States Senator,Lucy Brenton,Libertarian,Statewide,697
Clinton,United States Senator,Lucy Brenton,Libertarian,Statewide,740
Crawford,United States Senator,Lucy Brenton,Libertarian,Statewide,169
Bartholomew,United States Senator,Lucy Brenton,Libertarian,Statewide,1839
Blackford,United States Senator,Lucy Brenton,Libertarian,Statewide,365
Carroll,United States Senator,Lucy Brenton,Libertarian,Statewide,648
Daviess,United States Senator,Lucy Brenton,Libertarian,Statewide,450
Decatur,United States Senator,Lucy Brenton,Libertarian,Statewide,603
DeKalb,United States Senator,Lucy Brenton,Libertarian,Statewide,1413
Delaware,United States Senator,Lucy Brenton,Libertarian,Statewide,2744
Allen,United States Senator,Lucy Brenton,Libertarian,Statewide,8503
Benton,United States Senator,Lucy Brenton,Libertarian,Statewide,246
Cass,United States Senator,Lucy Brenton,Libertarian,Statewide,1013
Clark,United States Senator,Lucy Brenton,Libertarian,Statewide,1995
Dubois,United States Senator,Lucy Brenton,Libertarian,Statewide,962
Brown,United States Senator,Lucy Brenton,Libertarian,Statewide,462
Dearborn,United States Senator,Lucy Brenton,Libertarian,Statewide,953
Elkhart,United States Senator,Lucy Brenton,Libertarian,Statewide,3398
Boone,United States Senator,Todd Young,Republican,Statewide,19966
Brown,United States Senator,Todd Young,Republican,Statewide,4616
Allen,United States Senator,Todd Young,Republican,Statewide,79370
Clark,United States Senator,Todd Young,Republican,Statewide,27684
Clinton,United States Senator,Todd Young,Republican,Statewide,7291
Dearborn,United States Senator,Todd Young,Republican,Statewide,17288
Delaware,United States Senator,Todd Young,Republican,Statewide,21557
Elkhart,United States Senator,Todd Young,Republican,Statewide,39291
Bartholomew,United States Senator,Todd Young,Republican,Statewide,19050
Blackford,United States Senator,Todd Young,Republican,Statewide,2748
Carroll,United States Senator,Todd Young,Republican,Statewide,5512
Cass,United States Senator,Todd Young,Republican,Statewide,8306
Daviess,United States Senator,Todd Young,Republican,Statewide,7096
Decatur,United States Senator,Todd Young,Republican,Statewide,7301
DeKalb,United States Senator,Todd Young,Republican,Statewide,10229
Dubois,United States Senator,Todd Young,Republican,Statewide,11029
Adams,United States Senator,Todd Young,Republican,Statewide,8430
Benton,United States Senator,Todd Young,Republican,Statewide,2316
Clay,United States Senator,Todd Young,Republican,Statewide,6439
Crawford,United States Senator,Todd Young,Republican,Statewide,2500
Bartholomew,United States Senator,James L. Johnson,Write-in,Statewide,0
Blackford,United States Senator,James L. Johnson,Write-in,Statewide,0
Brown,United States Senator,James L. Johnson,Write-in,Statewide,0
Carroll,United States Senator,James L. Johnson,Write-in,Statewide,0
Cass,United States Senator,James L. Johnson,Write-in,Statewide,0
Daviess,United States Senator,James L. Johnson,Write-in,Statewide,0
Crawford,United States Senator,James L. Johnson,Write-in,Statewide,0
Allen,United States Senator,James L. Johnson,Write-in,Statewide,3
Clay,United States Senator,James L. Johnson,Write-in,Statewide,0
DeKalb,United States Senator,James L. Johnson,Write-in,Statewide,0
Dubois,United States Senator,James L. Johnson,Write-in,Statewide,0
Adams,United States Senator,James L. Johnson,Write-in,Statewide,0
Benton,United States Senator,James L. Johnson,Write-in,Statewide,0
Clark,United States Senator,James L. Johnson,Write-in,Statewide,0
Clinton,United States Senator,James L. Johnson,Write-in,Statewide,0
Boone,United States Senator,James L. Johnson,Write-in,Statewide,0
Dearborn,United States Senator,James L. Johnson,Write-in,Statewide,0
Decatur,United States Senator,James L. Johnson,Write-in,Statewide,0
Delaware,United States Senator,James L. Johnson,Write-in,Statewide,4
Elkhart,United States Senator,James L. Johnson,Write-in,Statewide,1
Bartholomew,Governor,John R. Gregg,Democratic,Statewide,11869
Blackford,Governor,John R. Gregg,Democratic,Statewide,1857
Boone,Governor,John R. Gregg,Democratic,Statewide,11868
