County,Office,Candidate,Party,District,Votes
Dubois,President,Michael Badnarik,Libertarian,Statewide,116
Allen,President,George W. Bush,Republican,Statewide,82013
Bartholomew,President,George W. Bush,Republican,Statewide,19093
Benton,President,George W. Bush,Republican,Statewide,2797
Cass,President,George W. Bush,Republican,Statewide,9480
Clark,President,George W. Bush,Republican,Statewide,24495
Dubois,President,George W. Bush,Republican,Statewide,11726
Boone,President,George W. Bush,Republican,Statewide,17055
Carroll,President,George W. Bush,Republican,Statewide,5868
Clay,President,George W. Bush,Republican,Statewide,7361
Crawford,President,George W. Bush,Republican,Statewide,2609
Daviess,President,George W. Bush,Republican,Statewide,7936
Adams,President,George W. Bush,Republican,Statewide,9734
Clinton,President,George W. Bush,Republican,Statewide,8471
Dearborn,President,George W. Bush,Republican,Statewide,14231
Elkhart,President,George W. Bush,Republican,Statewide,42967
Blackford,President,George W. Bush,Republican,Statewide,3447
Brown,President,George W. Bush,Republican,Statewide,4512
Decatur,President,George W. Bush,Republican,Statewide,7499
DeKalb,President,George W. Bush,Republican,Statewide,10468
Delaware,President,George W. Bush,Republican,Statewide,27064
Benton,President,David Cobb,W/I (Green),Statewide,0
Brown,President,David Cobb,W/I (Green),Statewide,0
Clark,President,David Cobb,W/I (Green),Statewide,0
Allen,President,David Cobb,W/I (Green),Statewide,8
Boone,President,David Cobb,W/I (Green),Statewide,1
Dearborn,President,David Cobb,W/I (Green),Statewide,0
Elkhart,President,David Cobb,W/I (Green),Statewide,12
Bartholomew,President,David Cobb,W/I (Green),Statewide,1
Blackford,President,David Cobb,W/I (Green),Statewide,0
Cass,President,David Cobb,W/I (Green),Statewide,0
Decatur,President,David Cobb,W/I (Green),Statewide,0
Delaware,President,David Cobb,W/I (Green),Statewide,5
Adams,President,David Cobb,W/I (Green),Statewide,0
Carroll,President,David Cobb,W/I (Green),Statewide,0
Clay,President,David Cobb,W/I (Green),Statewide,0
Clinton,President,David Cobb,W/I (Green),Statewide,0
Crawford,President,David Cobb,W/I (Green),Statewide,0
Daviess,President,David Cobb,W/I (Green),Statewide,0
DeKalb,President,David Cobb,W/I (Green),Statewide,0
Dubois,President,David Cobb,W/I (Green),Statewide,1
Adams,President,John Joseph Kennedy,W/I (Democratic),Statewide,0
Benton,President,John Joseph Kennedy,W/I (Democratic),Statewide,0
Clark,President,John Joseph Kennedy,W/I (Democratic),Statewide,0
Clay,President,John Joseph Kennedy,W/I (Democratic),Statewide,0
Clinton,President,John Joseph Kennedy,W/I (Democratic),Statewide,0
Crawford,President,John Joseph Kennedy,W/I (Democratic),Statewide,0
Dubois,President,John Joseph Kennedy,W/I (Democratic),Statewide,0
Brown,President,John Joseph Kennedy,W/I (Democratic),Statewide,0
Cass,President,John Joseph Kennedy,W/I (Democratic),Statewide,0
Dearborn,President,John Joseph Kennedy,W/I (Democratic),Statewide,0
Delaware,President,John Joseph Kennedy,W/I (Democratic),Statewide,0
Allen,President,John Joseph Kennedy,W/I (Democratic),Statewide,0
Bartholomew,President,John Joseph Kennedy,W/I (Democratic),Statewide,0
Blackford,President,John Joseph Kennedy,W/I (Democratic),Statewide,0
Boone,President,John Joseph Kennedy,W/I (Democratic),Statewide,0
Carroll,President,John Joseph Kennedy,W/I (Democratic),Statewide,1
Daviess,President,John Joseph Kennedy,W/I (Democratic),Statewide,4
Decatur,President,John Joseph Kennedy,W/I (Democratic),Statewide,0
DeKalb,President,John Joseph Kennedy,W/I (Democratic),Statewide,18
Elkhart,President,John Joseph Kennedy,W/I (Democratic),Statewide,1
Bartholomew,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Brown,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Carroll,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Daviess,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Adams,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Clinton,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Dearborn,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Elkhart,President,Lawson Mitchell Bone,W/I (Independent),Statewide,1
Benton,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Blackford,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Cass,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Clark,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Allen,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Boone,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Clay,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Crawford,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Decatur,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
DeKalb,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Delaware,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Dubois,President,Lawson Mitchell Bone,W/I (Independent),Statewide,0
Bartholomew,President,Ralph Nader,W/I (Independent),Statewide,22
Blackford,President,Ralph Nader,W/I (Independent),Statewide,0
Boone,President,Ralph Nader,W/I (Independent),Statewide,13
Dearborn,President,Ralph Nader,W/I (Independent),Statewide,25
DeKalb,President,Ralph Nader,W/I (Independent),Statewide,1
Elkhart,President,Ralph Nader,W/I (Independent),Statewide,68
Adams,President,Ralph Nader,W/I (Independent),Statewide,3
Benton,President,Ralph Nader,W/I (Independent),Statewide,6
Clark,President,Ralph Nader,W/I (Independent),Statewide,0
Clay,President,Ralph Nader,W/I (Independent),Statewide,9
Clinton,President,Ralph Nader,W/I (Independent),Statewide,0
Brown,President,Ralph Nader,W/I (Independent),Statewide,4
Cass,President,Ralph Nader,W/I (Independent),Statewide,9
Decatur,President,Ralph Nader,W/I (Independent),Statewide,1
Delaware,President,Ralph Nader,W/I (Independent),Statewide,27
Allen,President,Ralph Nader,W/I (Independent),Statewide,146
Carroll,President,Ralph Nader,W/I (Independent),Statewide,2
Crawford,President,Ralph Nader,W/I (Independent),Statewide,0
Daviess,President,Ralph Nader,W/I (Independent),Statewide,6
Dubois,President,Ralph Nader,W/I (Independent),Statewide,13
Allen,President,Walt Brown,W/I (Socialist),Statewide,4
Benton,President,Walt Brown,W/I (Socialist),Statewide,0
Carroll,President,Walt Brown,W/I (Socialist),Statewide,0
Crawford,President,Walt Brown,W/I (Socialist),Statewide,0
Daviess,President,Walt Brown,W/I (Socialist),Statewide,0
Dubois,President,Walt Brown,W/I (Socialist),Statewide,0
Brown,President,Walt Brown,W/I (Socialist),Statewide,0
Cass,President,Walt Brown,W/I (Socialist),Statewide,0
Decatur,President,Walt Brown,W/I (Socialist),Statewide,0
Delaware,President,Walt Brown,W/I (Socialist),Statewide,0
Bartholomew,President,Walt Brown,W/I (Socialist),Statewide,1
Blackford,President,Walt Brown,W/I (Socialist),Statewide,0
Boone,President,Walt Brown,W/I (Socialist),Statewide,1
Dearborn,President,Walt Brown,W/I (Socialist),Statewide,0
DeKalb,President,Walt Brown,W/I (Socialist),Statewide,0
Elkhart,President,Walt Brown,W/I (Socialist),Statewide,2
Adams,President,Walt Brown,W/I (Socialist),Statewide,0
Clark,President,Walt Brown,W/I (Socialist),Statewide,0
Clay,President,Walt Brown,W/I (Socialist),Statewide,0
Clinton,President,Walt Brown,W/I (Socialist),Statewide,0
Allen,United States Senator,Evan Bayh,Democratic,Statewide,74011
Bartholomew,United States Senator,Evan Bayh,Democratic,Statewide,16507
Blackford,United States Senator,Evan Bayh,Democratic,Statewide,3694
Cass,United States Senator,Evan Bayh,Democratic,Statewide,7873
Dearborn,United States Senator,Evan Bayh,Democratic,Statewide,9264
Boone,United States Senator,Evan Bayh,Democratic,Statewide,11074
Decatur,United States Senator,Evan Bayh,Democratic,Statewide,6173
Delaware,United States Senator,Evan Bayh,Democratic,Statewide,32312
Elkhart,United States Senator,Evan Bayh,Democratic,Statewide,31186
Benton,United States Senator,Evan Bayh,Democratic,Statewide,2501
Brown,United States Senator,Evan Bayh,Democratic,Statewide,4336
Clark,United States Senator,Evan Bayh,Democratic,Statewide,26054
Adams,United States Senator,Evan Bayh,Democratic,Statewide,7551
Carroll,United States Senator,Evan Bayh,Democratic,Statewide,5067
Clay,United States Senator,Evan Bayh,Democratic,Statewide,6928
Clinton,United States Senator,Evan Bayh,Democratic,Statewide,6600
Crawford,United States Senator,Evan Bayh,Democratic,Statewide,2832
Daviess,United States Senator,Evan Bayh,Democratic,Statewide,5891
DeKalb,United States Senator,Evan Bayh,Democratic,Statewide,8529
Dubois,United States Senator,Evan Bayh,Democratic,Statewide,11166
Boone,United States Senator,Albert Barger,Libertarian,Statewide,255
Brown,United States Senator,Albert Barger,Libertarian,Statewide,125
Dearborn,United States Senator,Albert Barger,Libertarian,Statewide,311
Decatur,United States Senator,Albert Barger,Libertarian,Statewide,88
Delaware,United States Senator,Albert Barger,Libertarian,Statewide,580
Elkhart,United States Senator,Albert Barger,Libertarian,Statewide,546
Clark,United States Senator,Albert Barger,Libertarian,Statewide,368
Clinton,United States Senator,Albert Barger,Libertarian,Statewide,108
Dubois,United States Senator,Albert Barger,Libertarian,Statewide,136
Benton,United States Senator,Albert Barger,Libertarian,Statewide,69
Clay,United States Senator,Albert Barger,Libertarian,Statewide,112
Crawford,United States Senator,Albert Barger,Libertarian,Statewide,47
Adams,United States Senator,Albert Barger,Libertarian,Statewide,126
DeKalb,United States Senator,Albert Barger,Libertarian,Statewide,132
Allen,United States Senator,Albert Barger,Libertarian,Statewide,1126
Bartholomew,United States Senator,Albert Barger,Libertarian,Statewide,316
Blackford,United States Senator,Albert Barger,Libertarian,Statewide,42
Carroll,United States Senator,Albert Barger,Libertarian,Statewide,85
Cass,United States Senator,Albert Barger,Libertarian,Statewide,159
Daviess,United States Senator,Albert Barger,Libertarian,Statewide,107
Bartholomew,United States Senator,Marvin Scott,Republican,Statewide,11422
Brown,United States Senator,Marvin Scott,Republican,Statewide,2803
Carroll,United States Senator,Marvin Scott,Republican,Statewide,3331
Cass,United States Senator,Marvin Scott,Republican,Statewide,5829
Daviess,United States Senator,Marvin Scott,Republican,Statewide,4447
Decatur,United States Senator,Marvin Scott,Republican,Statewide,3808
Dubois,United States Senator,Marvin Scott,Republican,Statewide,5560
Adams,United States Senator,Marvin Scott,Republican,Statewide,5476
Boone,United States Senator,Marvin Scott,Republican,Statewide,11343
Clay,United States Senator,Marvin Scott,Republican,Statewide,3629
Dearborn,United States Senator,Marvin Scott,Republican,Statewide,10675
DeKalb,United States Senator,Marvin Scott,Republican,Statewide,6523
Delaware,United States Senator,Marvin Scott,Republican,Statewide,13627
Elkhart,United States Senator,Marvin Scott,Republican,Statewide,29168
Allen,United States Senator,Marvin Scott,Republican,Statewide,52845
Benton,United States Senator,Marvin Scott,Republican,Statewide,1400
Clinton,United States Senator,Marvin Scott,Republican,Statewide,5011
Crawford,United States Senator,Marvin Scott,Republican,Statewide,1572
Blackford,United States Senator,Marvin Scott,Republican,Statewide,1609
Clark,United States Senator,Marvin Scott,Republican,Statewide,15091
Bartholomew,Governor,Joe Kernan,Democratic,Statewide,11008
Blackford,Governor,Joe Kernan,Democratic,Statewide,2567
Boone,Governor,Joe Kernan,Democratic,Statewide,6326
Carroll,Governor,Joe Kernan,Democratic,Statewide,3387
Cass,Governor,Joe Kernan,Democratic,Statewide,5808
Daviess,Governor,Joe Kernan,Democratic,Statewide,4049
Decatur,Governor,Joe Kernan,Democratic,Statewide,3524
DeKalb,Governor,Joe Kernan,Democratic,Statewide,6012
Allen,Governor,Joe Kernan,Democratic,Statewide,53899
Clinton,Governor,Joe Kernan,Democratic,Statewide,4129
Dubois,Governor,Joe Kernan,Democratic,Statewide,6871
Brown,Governor,Joe Kernan,Democratic,Statewide,3118
Dearborn,Governor,Joe Kernan,Democratic,Statewide,7573
Delaware,Governor,Joe Kernan,Democratic,Statewide,24132
Elkhart,Governor,Joe Kernan,Democratic,Statewide,22406
Adams,Governor,Joe Kernan,Democratic,Statewide,4816
Benton,Governor,Joe Kernan,Democratic,Statewide,1498
Clark,Governor,Joe Kernan,Democratic,Statewide,20964
Clay,Governor,Joe Kernan,Democratic,Statewide,4677
Crawford,Governor,Joe Kernan,Democratic,Statewide,2231
Allen,Governor,Kenn Gividen,Libertarian,Statewide,1183
Bartholomew,Governor,Kenn Gividen,Libertarian,Statewide,519
Boone,Governor,Kenn Gividen,Libertarian,Statewide,305
Cass,Governor,Kenn Gividen,Libertarian,Statewide,221
Dearborn,Governor,Kenn Gividen,Libertarian,Statewide,297
Blackford,Governor,Kenn Gividen,Libertarian,Statewide,46
Clark,Governor,Kenn Gividen,Libertarian,Statewide,360
Decatur,Governor,Kenn Gividen,Libertarian,Statewide,140
Delaware,Governor,Kenn Gividen,Libertarian,Statewide,663
Elkhart,Governor,Kenn Gividen,Libertarian,Statewide,503
Adams,Governor,Kenn Gividen,Libertarian,Statewide,99
Carroll,Governor,Kenn Gividen,Libertarian,Statewide,115
Clay,Governor,Kenn Gividen,Libertarian,Statewide,148
Clinton,Governor,Kenn Gividen,Libertarian,Statewide,148
Crawford,Governor,Kenn Gividen,Libertarian,Statewide,60
Daviess,Governor,Kenn Gividen,Libertarian,Statewide,183
DeKalb,Governor,Kenn Gividen,Libertarian,Statewide,181
Benton,Governor,Kenn Gividen,Libertarian,Statewide,69
Brown,Governor,Kenn Gividen,Libertarian,Statewide,164
Dubois,Governor,Kenn Gividen,Libertarian,Statewide,169
Adams,Governor,Mitch Daniels,Republican,Statewide,8350
Boone,Governor,Mitch Daniels,Republican,Statewide,16189
Clay,Governor,Mitch Daniels,Republican,Statewide,5724
Clinton,Governor,Mitch Daniels,Republican,Statewide,7537
Crawford,Governor,Mitch Daniels,Republican,Statewide,2231
Elkhart,Governor,Mitch Daniels,Republican,Statewide,38430
DeKalb,Governor,Mitch Daniels,Republican,Statewide,9242
Delaware,Governor,Mitch Daniels,Republican,Statewide,22917
Dubois,Governor,Mitch Daniels,Republican,Statewide,9385
Brown,Governor,Mitch Daniels,Republican,Statewide,4010
Dearborn,Governor,Mitch Daniels,Republican,Statewide,12514
Allen,Governor,Mitch Daniels,Republican,Statewide,73689
Bartholomew,Governor,Mitch Daniels,Republican,Statewide,16858
Benton,Governor,Mitch Daniels,Republican,Statewide,2432
Blackford,Governor,Mitch Daniels,Republican,Statewide,2741
Cass,Governor,Mitch Daniels,Republican,Statewide,7946
Clark,Governor,Mitch Daniels,Republican,Statewide,20471
Carroll,Governor,Mitch Daniels,Republican,Statewide,5090
Daviess,Governor,Mitch Daniels,Republican,Statewide,6223
Decatur,Governor,Mitch Daniels,Republican,Statewide,6355
Allen,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
Bartholomew,Governor,Velko Kapetanov,W/I (Independent),Statewide,1
Benton,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
Blackford,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
Clark,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
Adams,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
Boone,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
Clay,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
Dearborn,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
Decatur,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
DeKalb,Governor,Velko Kapetanov,W/I (Independent),Statewide,2
Elkhart,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
Brown,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
Carroll,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
Cass,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
Daviess,Governor,Velko Kapetanov,W/I (Independent),Statewide,4
Delaware,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
Dubois,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
Clinton,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
Crawford,Governor,Velko Kapetanov,W/I (Independent),Statewide,0
Boone,Attorney General,Joseph H. Hogsett,Democratic,Statewide,5126
Clinton,Attorney General,Joseph H. Hogsett,Democratic,Statewide,3288
Dearborn,Attorney General,Joseph H. Hogsett,Democratic,Statewide,6669
Elkhart,Attorney General,Joseph H. Hogsett,Democratic,Statewide,17314
Adams,Attorney General,Joseph H. Hogsett,Democratic,Statewide,4110
Carroll,Attorney General,Joseph H. Hogsett,Democratic,Statewide,2567
Clay,Attorney General,Joseph H. Hogsett,Democratic,Statewide,3689
Crawford,Attorney General,Joseph H. Hogsett,Democratic,Statewide,2016
Daviess,Attorney General,Joseph H. Hogsett,Democratic,Statewide,3335
DeKalb,Attorney General,Joseph H. Hogsett,Democratic,Statewide,4928
Allen,Attorney General,Joseph H. Hogsett,Democratic,Statewide,43216
Bartholomew,Attorney General,Joseph H. Hogsett,Democratic,Statewide,9346
Benton,Attorney General,Joseph H. Hogsett,Democratic,Statewide,1131
Blackford,Attorney General,Joseph H. Hogsett,Democratic,Statewide,2094
Cass,Attorney General,Joseph H. Hogsett,Democratic,Statewide,4575
Brown,Attorney General,Joseph H. Hogsett,Democratic,Statewide,2553
Clark,Attorney General,Joseph H. Hogsett,Democratic,Statewide,18773
Decatur,Attorney General,Joseph H. Hogsett,Democratic,Statewide,3158
Delaware,Attorney General,Joseph H. Hogsett,Democratic,Statewide,20326
Dubois,Attorney General,Joseph H. Hogsett,Democratic,Statewide,6331
Adams,Attorney General,Aaron T. Milewski,Libertarian,Statewide,138
Clinton,Attorney General,Aaron T. Milewski,Libertarian,Statewide,152
Dearborn,Attorney General,Aaron T. Milewski,Libertarian,Statewide,455
Elkhart,Attorney General,Aaron T. Milewski,Libertarian,Statewide,1119
Allen,Attorney General,Aaron T. Milewski,Libertarian,Statewide,1984
Bartholomew,Attorney General,Aaron T. Milewski,Libertarian,Statewide,470
Benton,Attorney General,Aaron T. Milewski,Libertarian,Statewide,85
Cass,Attorney General,Aaron T. Milewski,Libertarian,Statewide,229
Clark,Attorney General,Aaron T. Milewski,Libertarian,Statewide,724
Boone,Attorney General,Aaron T. Milewski,Libertarian,Statewide,407
Carroll,Attorney General,Aaron T. Milewski,Libertarian,Statewide,134
Clay,Attorney General,Aaron T. Milewski,Libertarian,Statewide,157
Crawford,Attorney General,Aaron T. Milewski,Libertarian,Statewide,79
Daviess,Attorney General,Aaron T. Milewski,Libertarian,Statewide,184
Blackford,Attorney General,Aaron T. Milewski,Libertarian,Statewide,77
Brown,Attorney General,Aaron T. Milewski,Libertarian,Statewide,219
Decatur,Attorney General,Aaron T. Milewski,Libertarian,Statewide,163
DeKalb,Attorney General,Aaron T. Milewski,Libertarian,Statewide,251
Delaware,Attorney General,Aaron T. Milewski,Libertarian,Statewide,1042
Dubois,Attorney General,Aaron T. Milewski,Libertarian,Statewide,244
Benton,Attorney General,Steve Carter,Republican,Statewide,2700
Clark,Attorney General,Steve Carter,Republican,Statewide,20451
Clay,Attorney General,Steve Carter,Republican,Statewide,6529
Crawford,Attorney General,Steve Carter,Republican,Statewide,2111
Dubois,Attorney General,Steve Carter,Republican,Statewide,9040
Adams,Attorney General,Steve Carter,Republican,Statewide,8819
Clinton,Attorney General,Steve Carter,Republican,Statewide,8173
DeKalb,Attorney General,Steve Carter,Republican,Statewide,9987
Blackford,Attorney General,Steve Carter,Republican,Statewide,3059
Brown,Attorney General,Steve Carter,Republican,Statewide,4375
Dearborn,Attorney General,Steve Carter,Republican,Statewide,12460
Decatur,Attorney General,Steve Carter,Republican,Statewide,6581
Delaware,Attorney General,Steve Carter,Republican,Statewide,25117
Elkhart,Attorney General,Steve Carter,Republican,Statewide,41468
Allen,Attorney General,Steve Carter,Republican,Statewide,80673
Bartholomew,Attorney General,Steve Carter,Republican,Statewide,17977
Boone,Attorney General,Steve Carter,Republican,Statewide,16824
Carroll,Attorney General,Steve Carter,Republican,Statewide,5804
Cass,Attorney General,Steve Carter,Republican,Statewide,8967
Daviess,Attorney General,Steve Carter,Republican,Statewide,6604
Dearborn,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,7128
DeKalb,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,5013
Elkhart,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,17997
Benton,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,1216
Brown,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,2617
Carroll,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,2845
Daviess,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,3168
Decatur,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,2900
Delaware,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,19454
Dubois,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,5762
Bartholomew,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,8777
Blackford,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,2110
Cass,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,4876
Clark,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,18966
Allen,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,41989
Boone,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,5172
Crawford,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,2016
Adams,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,4255
Clay,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,3769
Clinton,Superintendent of Public Instruction,Susan Williams,Democratic,Statewide,3518
Benton,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,150
Brown,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,317
Clark,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,915
Crawford,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,106
Adams,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,351
Clay,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,250
Clinton,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,352
Daviess,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,264
DeKalb,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,387
Dubois,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,342
Dearborn,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,631
Blackford,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,129
Boone,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,1089
Decatur,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,298
Delaware,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,1556
Elkhart,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,1553
Allen,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,2998
Bartholomew,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,745
Carroll,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,272
Cass,Superintendent of Public Instruction,Joe Hauptmann,Libertarian,Statewide,381
Brown,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,4074
Dearborn,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,11680
Elkhart,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,39347
Adams,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,8124
Boone,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,15635
Clay,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,6187
Clinton,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,7455
Crawford,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,2007
Allen,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,77425
Benton,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,2490
Cass,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,8418
Clark,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,19696
Dubois,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,9321
Bartholomew,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,17806
Blackford,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,2867
Carroll,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,5257
Daviess,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,6521
Decatur,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,6551
DeKalb,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,9301
Delaware,Superintendent of Public Instruction,Suellen Reed,Republican,Statewide,24706
Benton,United States Representative,Peter J. Visclosky,Democratic,District 1,1616
Benton,United States Representative,Mark J. Leyva,Republican,District 1,2193
Carroll,United States Representative,Joe Donnelly,Democratic,District 2,2693
Cass,United States Representative,Joe Donnelly,Democratic,District 2,4616
Elkhart,United States Representative,Joe Donnelly,Democratic,District 2,9169
Carroll,United States Representative,Douglas Barnes,Libertarian,District 2,145
Cass,United States Representative,Douglas Barnes,Libertarian,District 2,140
Elkhart,United States Representative,Douglas Barnes,Libertarian,District 2,277
Cass,United States Representative,Chris Chocola,Republican,District 2,9077
Carroll,United States Representative,Chris Chocola,Republican,District 2,5690
Elkhart,United States Representative,Chris Chocola,Republican,District 2,16774
Elkhart,United States Representative,Maria M. Parra,Democratic,District 3,7385
DeKalb,United States Representative,Maria M. Parra,Democratic,District 3,4681
Allen,United States Representative,Maria M. Parra,Democratic,District 3,44116
Allen,United States Representative,Mark Edward Souder,Republican,District 3,76372
